"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"234","한입야끼","서울특별시 중구 태평로1가 31번지 ","서울특별시 중구 세종대로 110 (태평로1가, 1층 서울광장)","20151218","운영중","","","","","9.00","100101","","","2015","N","9","휴게음식점","푸드트럭","","","198089.58976900000  ","451906.65903700000  ","3010000-104-2015-00249","영업"
"235","친미세계","경기도 양평군 개군면 하자포리 425-14번지 ","경기도 양평군 개군면 자진개1길 84 (개군레포츠공원)","20170327","운영중","","","","","10.00","476893","","","2017","N","10","휴게음식점","푸드트럭","","","247081.54514300000  ","437460.33174000000  ","4170000-104-2017-00019","영업"
"236","슈퍼스트림","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00076","영업"
"237","왓쌈","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00077","영업"
"238","MEX-TAKE","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00078","영업"
"239","우주전복","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리 광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리 광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00079","영업"
"240","꺼야꺼야","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00080","영업"
"241","Pantai Warung","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00081","영업"
"242","쉬림프랩","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 8거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00082","영업"
"243","로드 난 케밥(road naan kebab)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00083","영업"
"244","타코야King","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 8거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00084","영업"
"245","호브로","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP팔거리광장)","20170322","운영중","","","","","3.00","100197","","","2017","N","3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00085","영업"
"246","칼로리밤(CALORIE BOMB)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00086","영업"
"247","Fantastic Milk","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 8거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00088","영업"
"248","S.W.A.T","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 8거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00089","영업"
"249","더랍스터하버","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00090","영업"
"250","카우보이","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00091","영업"
"251","불스테이크","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00092","영업"
"252","Jerk truck","서울특별시 중구 을지로7가 2-1번지 DDP 8거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 8거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00093","영업"
"253","찰지네떡","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00095","영업"
"254","두남자핫도그","서울특별시 중구 을지로7가 2-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP팔거리광장)","20170322","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00097","영업"
"255","노꼬규카츠","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00098","영업"
"256","니드커뮤니케이션즈","서울특별시 중구 을지로7가 112-4번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170425","운영중","","","","","9.40","100197","","","2017","N","9.4","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00137","영업"
"257","대만 망고빙수","서울특별시 중구 을지로7가 112-4번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170425","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00139","영업"
"258","츄로델리","","부산광역시 기장군 기장읍 동부산관광6로 59 (국립부산과학관)","20170414","운영중","","","","","10.00","","","","2017","N","10","휴게음식점","푸드트럭","","","401457              ","191635              ","3400000-104-2017-00023","영업"
"259","키친히도","부산광역시 기장군 기장읍 석산리 산 18번지 ","부산광역시 기장군 기장읍 동부산관광6로 59 (국립부산과학관)","20170414","운영중","","","","","10.00","619902","","","2017","N","10","휴게음식점","푸드트럭","","","401457              ","191635              ","3400000-104-2017-00024","영업"
"260","와팡","부산광역시 기장군 기장읍 석산리 산 18번지 ","부산광역시 기장군 기장읍 동부산관광6로 59 (국립부산과학관)","20170414","운영중","","","","","10.00","619902","","","2017","N","10","휴게음식점","푸드트럭","","","401457              ","191635              ","3400000-104-2017-00025","영업"
"261","쉬림프블로썸","경상남도 김해시 수가동 1333번지 더비랜드 내 ","경상남도 김해시 가락대로 929-1 (수가동, 더비랜드 내)","20170414","운영중","","","","","225.00","621310","","상수도전용","2017","N","225","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2017-00097","영업"
"262","부릉부릉","경상남도 김해시 수가동 1333번지 더비랜드내 ","경상남도 김해시 가락대로 929-1 (수가동, 더비랜드내)","20170414","운영중","","","","","225.00","621310","","","2017","N","225","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2017-00098","영업"
"263","혼밥혼술","경상남도 김해시 수가동 1333번지 더비랜드내 ","경상남도 김해시 가락대로 929-1 (수가동, 더비랜드내)","20170414","운영중","","","","","225.00","621310","","","2017","N","225","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2017-00099","영업"
"264","킹콩디저트","서울특별시 종로구 서린동 43-3번지 청계천로 보행전용거리(무교동사거리~광교사거리) ","","20170420","운영중","","","","","9.00","110110","","","2017","N","9","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00092","영업"
"265","주식회사 스토리에프씨","경상남도 김해시 봉황동 431번지 수릉원 동편 입구 4-2 ","경상남도 김해시 분성로261번길 35 (봉황동, 수릉원 동편 입구 4-2)","20170407","운영중","","","","","12.50","621040","","","2017","N","12.5","휴게음식점","푸드트럭","","051 625 6638","370850.20510000000  ","194739.28123100000  ","5350000-104-2017-00087","영업"
"266","태현푸드","경기도 평택시 도일동 1165-8번지 차량등록사업소 ","경기도 평택시 도일유통길 13-9 (도일동, 차량등록사업소)","20170316","운영중","","","","","12.50","459090","","상수도전용","2017","N","12.5","휴게음식점","푸드트럭","","","208790.18661400000  ","393335.07684300000  ","3910029-104-2017-00018","영업"
"267","카페소나","전라남도 완도군 완도읍 가용리 1100번지 ","전라남도 완도군 완도읍 해변공원로 84","20170414","운영중","","","","","10.00","537801","","","2017","N","10","휴게음식점","푸드트럭","","","176798.025332       ","91773.5188419       ","4990000-104-2017-00018","영업"
"268","하나타코(HANA TAKO)","서울특별시 종로구 서린동 43-3번지 청계천로 보행전용거리 ","서울특별시 종로구 무교로 39 (서린동, 청계천로 보행전용거리)","20170323","운영중","","","","","8.00","110110","","","2017","N","8","휴게음식점","푸드트럭","","","198157.17033200000  ","452216.77020600000  ","3000000-104-2017-00068","영업"
