NUM,가게명,x,y,주소
1221,지엔케이푸드(G&KFood),345072.3196,262929.0676,대구광역시 중구 대봉동 0214-0031번지 신천둔치 푸드트럭 제3호 
1222,미스터톡톡,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1223,수성랜드 회오리,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 
1224,쿠마쿠마,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 수성랜드 내 
1225,펀푸드트럭(FUNFOODTRUCK),345812.7978,260031.0079,대구광역시 수성구 상동 725번지 수성랜드 
1226,스노우팩토리,345805.6892,260234.2146,대구광역시 수성구 상동 463-2번지 
1227,슈가립스,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 
1228,스노우팩토리,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1229,푸드투어,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 수성랜드내 
1230,생생푸드,343595.4472,264623.0405,대구광역시 중구 남성로 0158-0001번지 2018대구약령시한방문화축제 행사장 일대 7번 
1231,네바퀴참어묵,343595.4472,264623.0405,대구광역시 중구 남성로 0158-0001번지 2018대구약령시한방문화축제 행사장 일대 8번 
1232,신구루마,344250.4969,264890.6983,대구광역시 중구 동인동2가 0259번지 2018컬러풀대구페스티벌 행사장 일원(국채보상로 서성네거리~중앙네거리) 
1233,원더독,344250.4969,264890.6983,대구광역시 중구 동인동2가 259번지 2018컬러풀대구페스티벌 행사장 일원(국채보상로 서성네거리~중앙네거리) 
1234,걷다보면,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1235,찹앤찹,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1236,장여사의나뭇잎손만두,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1237,깔자매cafe,339580.1872,265033.0172,대구광역시 서구 이현동 48-144번지 서구문화회관 
1238,별별다방,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1239,땡큐트럭,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1240,헬로푸드(HELLO FOOD),341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1241,명품수제타코야끼,339580.1872,265033.0172,대구광역시 서구 이현동 48-144번지 서구문화회관 
1242,츄러스앤군밤,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 (수성랜드) 
1243,펀푸드트럭(FUNFOODTRUCK),343443.2201,262399.8058,"대구광역시 남구 대명동 317-1번지 영남대학교(병원), 영남이공대학교 "
1244,카페오다,346166.8689,260015.9418,대구광역시 수성구 두산동 512번지 수성못 상화동산 
1245,꼬지쟁이,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1246,와래이,339580.1872,265033.0172,대구광역시 서구 이현동 48-144번지 서구문화회관 
1247,골드,343865.6666,264190.461,대구광역시 중구 동성로3가 57번지 2018 제29회 동성로 축제 행사장 일원(동성로3가 57 일원) 
1248,길앞에,343865.6666,264190.461,대구광역시 중구 동성로3가 57번지 2018 제29회 동성로 축제 행사장 일원(동성로3가 57 일원) 
1249,꼬치아찌,343865.6666,264190.461,대구광역시 중구 동성로3가 57번지 2018 제29회 동성로 축제 행사장 일원(동성로3가 57 일원) 
1250,황금마차,343561.935,269114.7417,대구광역시 북구 서변동 1568-2번지 
1251,컵세계,345760.9665,269546.4007,대구광역시 북구 검단동 543-2번지 검단졸음쉼터부산방향 
1252,청년푸드,345728.3118,269608.9048,대구광역시 북구 검단동 376-11번지 검단졸음쉼터(서울방향) 
1253,투맨,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 
1254,톡톡튀김,,,대구광역시 동구 지저동 1080번지 
1255,맛미,,,대구광역시 동구 지저동 1080번지 
1256,욜로스테이크,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제1호 
1257,7881Arepa,347133.2235,260326.3594,대구광역시 수성구 지산동 1137-3번지 
1258,(주)수성랜드,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 
1259,쉬림프프렌즈,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1260,맛미,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 
1261,츄잉츄러스,344458.6247,268424.4103,대구광역시 북구 산격동 677-3번지 축제장 내 산격대교 인근 먹거리부스 내 지정장소 
1262,길앞에(GIL-AFE),343579.5345,263496.206,대구광역시 중구 남산동 0609-0001번지 1통대구스트리트모터페스티벌 행사장 
1263,뮤직박스,343579.5345,263496.206,대구광역시 중구 남산동 0609-0001번지 대구스트리트모터페스티벌 행사장 
1264,스테이ㅋ(STAYㅋ),344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제2호 
1265,오감토스트,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제3호 
1266,쉬림진,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제4호 
1267,호순이네,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제5호 
1268,원더독(WONDERDOG),344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제6호 
1269,집나온형제,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제7호 
1270,엘사보르드멕시코,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제9호 
1271,투맨,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제8호 
1272,맛미,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제10호 
1273,투맨2,344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제11호 
1274,리틀하바나(littleHAVANA),344708.2679,264448.7699,대구광역시 중구 동인동2가 0259번지 컬러풀대구페스티벌 제12호 
1275,아지야,332182.0556,261165.1714,대구광역시 달성군 다사읍 죽곡리 806번지 디아크 주차장 푸드트럭 ZONE B 
1276,김주영,345812.7978,260031.0079,대구광역시 수성구 상동 725번지 수성랜드 
1277,지엔케이푸드(G&K Food),345812.7978,260031.0079,대구광역시 수성구 상동 725번지 (수성랜드내) 
1278,깔자매cafe,340084.1137,272361.7131,대구광역시 북구 읍내동 967-1번지 
1279,펀푸드트럭(FUNFOODTRUCK),343443.2201,262399.8058,대구광역시 남구 대명동 317-1번지 
1280,더립스,341524.4068,263076.6477,대구광역시 달서구 두류동 산 302-11번지 
1281,오감,341186.6176,262190.8127,대구광역시 달서구 성당동 169-13번지 
1282,화이또스시,342991.0767,266545.184,대구광역시 북구 침산동 447-22번지 
1283,섭키친,346045.1985,260514.9152,대구광역시 수성구 상동 403-4번지 들안길푸드페스티벌행사장 내 
1284,스테이ㅋ(STAYㅋ),346045.1985,260514.9152,대구광역시 수성구 상동 403-4번지 
1285,욜로스테이크,347133.2235,260326.3594,대구광역시 수성구 지산동 1137-3번지 수성아트피아 야외광장 
1286,홍카꼬치,332182.0556,261165.1714,대구광역시 달성군 다사읍 죽곡리 806번지 디아크 주차장 푸드트럭 ZONE B 
1287,참꽃카페,,,대구광역시 달성군 유가면 상리 971번지 달성토마토축제 행사장 
1288,STAYㅋ,,,대구광역시 달성군 유가면 상리 971번지 달성토마토축제장 내부 
1289,땅땅치킨푸드트럭,340815.9216,262622.5573,대구광역시 달서구 두류동 588-3번지 
1290,원피스푸드,345805.6892,260234.2146,대구광역시 수성구 상동 471번지 
1291,어바웃커피,231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1292,셰프리,242610.3594,330429.5692,대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 
1293,밤차 (밤에돌아다니는야식차),231457.8575,317129.9399,대전광역시 유성구 봉명동 55-2번지 갑천변 둔치 (하천) 
1294,이지스테이크,231457.8575,317129.9399,"대전광역시 유성구 봉명동 55-2번지 ,갑천변 둔치 (하천) "
1295,길또랑,231363.937,317075.1784,"대전광역시 유성구 봉명동 701번지 , 갑천변 진입로 (공원) "
1296,사이공 패밀리,231009.5536,317332.646,"대전광역시 유성구 봉명동 572번지 , 청주해장국 이면도로 (도로) "
1297,비에이치씨치킨대전야구장점푸드트럭,238865.7513,313416.9895,"대전광역시 중구 부사동 209-1번지 이글스파크내, 82가7052 "
1298,공원의쉼터,239123.5459,319006.5407,"대전광역시 대덕구 법동 138-1번지 송촌체육공원 법동소류지입구, 테니스장 입구 "
1299,비마이프렌드,238713.4808,320103.4888,대전광역시 대덕구 읍내동 517-14번지 필로티 측면 
1300,고고트럭,242610.3594,330429.5692,대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 
1301,동이,242610.3594,330429.5692,대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 
1302,레스토랑,242610.3594,330429.5692,대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 
1303,아재김밥,242610.3594,330429.5692,대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 
1304,청년탕수육,242610.3594,330429.5692,대전광역시 대덕구 미호동 43번지 동편잔디광장 일원 
1305,비비큐치킨한밭야구장푸드트럭,238865.7513,313416.9895,대전광역시 중구 부사동 177-1번지 한밭종합운동장 80구2155 
1306,푸트트럭팩토리,231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1307,상상브로,239085.7065,318947.2451,대전광역시 대덕구 법동 138-3번지 송촌체육공원 일원 
1308,오빠차타꼬야안타꼬야,231009.5536,317332.646,대전광역시 유성구 봉명동 572번지 청주해장국~계룡스파텔 골목 
1309,처갓집양념치킨푸드트럭대전야구장점,238865.7513,313416.9895,대전광역시 중구 부사동 177-1번지 한밭야구장 대전80로3998 
1310,가마로강정대전야구장점푸드트럭,238865.7513,313416.9895,대전광역시 중구 부사동 177-1번지 89구9540 
1311,엔제리너스 와인페어특설매장,234970.5554,319729.8019,대전광역시 유성구 도룡동 3-8번지 대전무역전시관 
1312,레시피58,233997.1265,319986.0362,대전광역시 유성구 구성동 32-2번지 국립중앙과학관 
1313,떡모푸드트럭,233997.1265,319986.0362,대전광역시 유성구 구성동 32-2번지 국립중앙과학관 
1314,달려라자두씽,233997.1265,319986.0362,대전광역시 유성구 구성동 32-2번지 국립중앙과학관 
1315,유레카,233997.1265,319986.0362,대전광역시 유성구 구성동 32-2번지 국립중앙과학관 
1316,청년갑부,231363.937,317075.1784,대전광역시 유성구 봉명동 701번지 갑천변 진입로 
1317,스시로운,230876.6011,317217.9358,대전광역시 유성구 봉명동 574번지 공영주차장(전주복집 앞)/2018유성온천축제 
1318,모모푸드트럭,230876.6011,317217.9358,대전광역시 유성구 봉명동 574번지 공영주차장(전주복집앞) 
1319,잇와플_3(it_waffle_3),234473.0837,317038.0873,대전광역시 서구 둔산동 1544번지 보라매공원 푸드트럭존 
1320,롤링인더도그,232046,317836,대전광역시 유성구 봉명동 496-39번지 유림공원잔디광장 
1321,코끼리식당,233180.5981,319812.1235,대전광역시 유성구 구성동 23번지 한국과학기술원 E동 11호
1322,디에스푸드,234822.5683,318778.8481,대전광역시 서구 만년동 396번지 한밭수목원 
1323,청춘아 달리자,234970.5554,319729.8019,대전광역시 유성구 도룡동 3-8번지 대전무역전시관 
1324,친츄(츄러스 아이스크림),231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1325,봉다리군,231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1326,펀펀푸드트럭,231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1327,쭈꾸야끼,231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1328,그양반네,231393.8087,317153.1222,대전광역시 유성구 봉명동 700번지 갑천변 
1329,비마이프렌드2,238713.4808,320103.4888,대전광역시 대덕구 읍내동 517-14번지 대덕구노인종합복지회관 
1330,알로하 플라밍고,234891.0741,320430.4985,"대전광역시 유성구 도룡동 3-1번지 한빛탑광장, 2017 대전국제와인페어 "
1331,악당트럭,234989.8406,309796.6628,대전광역시 중구 침산동 400-7번지 뿌리공원 하상주차장 
1332,삼형제 푸드,231457.8575,317129.9399,"대전광역시 유성구 봉명동 55-2번지 , 갑천변 둔치 (하천) "
1333,뉴욕기로스,236069.8129,310654.4159,대전광역시 중구 사정동 60번지 오월드 플라워랜드관리동 앞 
1334,토마토마차,236069.8129,310654.4159,대전광역시 중구 사정동 60번지 오월드 플라워랜드관리동 앞 
1335,레드웨건,234904.9468,319662.6317,대전광역시 유성구 도룡동 3-8번지 엑스포과학공원 한빛광장 
1336,이지포크,234904.9468,319662.6317,대전광역시 유성구 도룡동 3-8번지 엑스포과학공원 한빛광장 
1337,꼬마차,242399.1284,330402.621,대전광역시 대덕구 미호동 57번지 대청공원 일원 
1338,롯데지알에스 주식회사 엔제리너스,234970.5554,319729.8019,대전광역시 유성구 도룡동 3-8번지 대전무역전시관 (2017 대전국제와인페어) 
1339,봉다리군 (BONGDARIGUN),234904.9468,319662.6317,대전광역시 유성구 도룡동 3-8번지 엑스포과학공원 한빛광장 
1340,핫츄,234904.9468,319662.6317,대전광역시 유성구 도룡동 3-8번지 엑스포과학공원 한빛광장 
1341,시현이네,234822.5683,318778.8481,대전광역시 서구 만년동 396번지 엑스포시민광장 다리(22번) 
1342,레시피58,234822.5683,318778.8481,대전광역시 서구 만년동 396번지 
1343,개집푸드트럭,234822.5683,318778.8481,대전광역시 서구 만년동 396번지 
1344,나팔수의커피이야기,385412.048,191612.6,부산광역시 북구 만덕동 843번지 백양공원(산책로5) 
1345,레포르토(Reporto),394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1346,강정이네,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1347,호순이네,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1348,사이공패밀리(family),394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1349,그리다 꿈,391294.9768,182706.362,부산광역시 남구 대연동 712-2번지 
1350,쿠마쿠마,386289.0712,189005.7979,부산광역시 부산진구 초읍동 645-1번지 어린이대공원 제1주차장 
1351,생선,381518.0363,186258.6419,부산광역시 사상구 감전동 41-6번지 
1352,로드키친,387901.3929,190682.9341,부산광역시 동래구 사직동 930번지 
1353,핑거스앤쳇키오스크,396094.8639,186585.4949,부산광역시 해운대구 우동 747-7번지 
1354,포크블랙(푸드트럭),397530.8672,186647.9746,부산광역시 해운대구 중동 1056-3번지 (도로 내) 
1355,냠냠쩝쩝(푸드트럭),397530.8672,186647.9746,부산광역시 해운대구 중동 1056-3번지 (도로내) 
1356,위쿡(Wecook),397530.8672,186647.9746,"부산광역시 해운대구 중동 1056-3번지 ,도로 내 "
1357,웅스 또띠아(푸드트럭),397541.9417,186634.2828,부산광역시 해운대구 중동 1053-4번지 (도로 내) 
1358,제이쉐프(J chef Food truck),397530.8672,186647.9746,부산광역시 해운대구 중동 1056-3번지 도로내 
1359,하하도시락,397530.8672,186647.9746,부산광역시 해운대구 중동 1056-3번지 (도로 내) 
1360,건강한 식사 한끼,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1361,두남자카츠,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1362,개집분식,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1363,뜨겁냥차갑냥,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1364,소노푸드,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1365,제이리또,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1366,안니쓰스시,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1367,보바타임,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1368,빈스킹,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1369,헝그리덕,402377.7067,196487.0427,부산광역시 기장군 기장읍 신천리 1번지 
1370,세븐데이즈,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1371,키친희도,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1372,이태리김씨,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1373,키친히도,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1374,뜨겁냥차갑냥,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1375,퍼지네이블 푸드로켓,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1376,츄로델리,401457,191635,
1377,키친히도,401457,191635,부산광역시 기장군 기장읍 석산리 산 18번지 
1378,와팡,401457,191635,부산광역시 기장군 기장읍 석산리 산 18번지 
1379,살라레,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1380,츄로스토리,,,부산광역시 강서구 대저1동 2314-11번지 대저생태공원(유채꽃축제행사장) 
1381,코브라독스,,,부산광역시 강서구 대저1동 2314-11번지 대저생태공원(유채꽃축제행사장) 
1382,미쿡스테이크,,,부산광역시 강서구 대저1동 2314-11번지 대저생태공원(유채꽃축제행사장) 
1383,포치트럭,393908.2769,188258.7379,부산광역시 해운대구 우동 1468번지 
1384,두남자핫도그,401457,191635,"부산광역시 기장군 기장읍 석산리 산 18번지 국립과학관 드림포트2,D-30 "
1385,쭈너니딱좋아,401457,191635,"부산광역시 기장군 기장읍 석산리 산 18번지 국립부산과학관 드림포트2, D-30 "
1386,라임나우,401457,191635,"부산광역시 기장군 기장읍 석산리 산 18번지 국립부산과학관 드림포트2, D-30 "
1387,마이츄,401457,191635,"부산광역시 기장군 기장읍 석산리 산 18번지 국립과학관 드림포트2,D-30 "
1388,딸바보아이스크림,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1389,라임나우,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1390,두남자 타코스(푸드트럭),394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1391,츄러츄러스,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1392,화이어큐브스테이크,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1393,키친파이브,385129.515,182034.27,부산광역시 동구 초량동 827-389번지 친환경스카이웨이주차장 
1394,장사장 먹방트럭,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1395,이태리 김씨,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1396,웅쓰또띠아,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1397,오드너스,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1398,청춘아달리자,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1399,푸드트럭 낭만주의,386943.8687,182694.6618,부산광역시 동구 초량동 45-39번지 부산항 국제여객터미널(부산항축제) 
1400,오드너스(푸드트럭),394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1401,제이쉐프 푸드트럭,394524.0438,187575.1002,부산광역시 해운대구 우동 1413-4번지 
1402,국제시장153,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장 앞 중앙광장입구 푸드트럭존 
1403,아뜰리에 고메 인더트럭,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장앞 중앙광장입구 푸드트럭죤 
1404,어린왕자,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장 앞 중앙광장 푸드트럭존 
1405,소노푸드트럭,394606.5828,187941.1515,부산광역시 해운대구 우동 1413-4번지 
1406,몬스터쉬림프,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 
1407,매드키친(MAD KITCHEN),394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1408,찹앤찹,390831.1651,177879.8521,부산광역시 영도구 동삼동 1번지 한국해양대학교 내 
1409,로드치킨,382234.987,188009.5457,부산광역시 사상구 괘법동 산 1-23번지 신라대학교 
1410,포치트럭,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1411,두남자핫도그,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 영화의전당 
1412,벨지움트래블,389751.9373,195491.5198,부산광역시 금정구 장전동 40번지 부산대학교 
1413,바우노바,385417.8799,179432.5686,부산광역시 중구 남포동1가 62-32번지 앞 도로 
1414,두남자핫도그,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1415,두남자핫도그,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1416,더몬스터2,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1417,나는닭강정이다,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1418,푸드트럭팩토리부산점,387660.2126,187189.9619,부산광역시 부산진구 범전동 106-2번지 부산시민공원 야외주차장내 푸드트럭존 
1419,Monster shrimp(몬스터쉬림프),387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장 앞 중앙광장 입구 푸드트럭존 
1420,웅푸드,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장 앞 중앙광장 
1421,카페바다야,397181.2448,187345.292,부산광역시 해운대구 중동 1378-95번지 
1422,잇엔조이,382234.987,188009.5457,부산광역시 사상구 괘법동 산 1-23번지 신라대학교 공학관 6층 앞 
1423,머스테이크,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 
1424,부릉부릉,378297.6413,176247.6108,부산광역시 사하구 다대동 1525번지 고니나루쉼터 앞 도로 
1425,윤아네,387901.3929,190682.9341,부산광역시 동래구 사직동 930번지 
1426,국제시장 153,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 
1427,이케멘,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1428,라오샌드위치,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1429,어린왕자,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 
1430,웅푸드,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 앞 중앙광장 
1431,도시캠핑,389072.4382,189090.551,"부산광역시 연제구 연산동 1000번지 부산광역시청, 부산광역시의회 "
1432,벨지움트래블,,,부산광역시 강서구 대저1동 2314-11번지 대저생태공원 유채단지 내 푸드트럭존 
1433,스위트페테(85너9322),371488.5901,185884.4243,부산광역시 강서구 범방동 1833번지 
1434,스위트페테(84라8461),371488.5901,185884.4243,부산광역시 강서구 범방동 1833번지 
1435,별의별카페,385899.4284,177803.9741,"부산광역시 영도구 영선동4가 186-71번지 외 1필지, 남항대교 하부 "
1436,커피뱅크,385899.4284,177803.9741,부산광역시 영도구 영선동4가 186-71번지 남항대교 하부 
1437,포춘쿡,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드 주경기장 앞 중앙광장입구 푸드트럭존 
1438,쑤야 타코야끼,380105.3504,186677.6084,부산광역시 사상구 괘법동 572-17번지 경전철 르네씨떼역 하부공간 
1439,바바시또(93조6108),389072.4382,189090.551,"부산광역시 연제구 연산동 1000번지 부산광역시청, 부산광역시의회 "
1440,프리터스,389072.4382,189090.551,"부산광역시 연제구 연산동 1000번지 부산광역시청, 부산광역시의회 "
1441,알로핫,389072.4382,189090.551,"부산광역시 연제구 연산동 1000번지 부산광역시청, 부산광역시의회 "
1442,꾼핫도그,393649.4308,188327.6014,부산광역시 해운대구 우동 1466-1번지 부산문화콘텐츠컴플렉스 
1443,두남자핫도그,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1444,두남자핫도그,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1445,대천공원 푸드트럭,397407.3137,189397.1206,부산광역시 해운대구 좌동 1381번지 
1446,아라,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1447,포춘쿡,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 
1448,아뜰리에 고메인더트럭,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 
1449,꼬치아찌,390831.1651,177879.8521,부산광역시 영도구 동삼동 1번지 한국해양대학교 
1450,포치트럭2호,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1451,쿠커스푸드트럭,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 
1452,푸드트럭 해운대,397181.2448,187345.292,부산광역시 해운대구 중동 1378-95번지 
1453,(주)루쏘팩토리[푸드트럭],394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1454,하나드림,383478.5136,195345.8028,부산광역시 북구 화명동 2102-1번지 대천천산책로(북구보건소 아래) 
1455,소노푸드트럭,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1456,두남자카츠,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장 앞 중앙광장 
1457,미트파이,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장앞 중앙광장입구 
1458,바우노바,387481.6521,190124.8543,부산광역시 연제구 거제동 1299번지 아시아드주경기장 앞 중앙광장입구 푸드트럭존 
1459,MUSTEAK(머스테이크),382095,193310,부산광역시 북구 덕천동 763번지 
1460,빈스킹,385577.2031,179395.7522,부산광역시 중구 중앙동7가 80번지 유라리광장앞 도로 
1461,도시캠핑,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1462,알로핫,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1463,새참컴퍼니,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1464,푸드트럭(프리터스),393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1465,포치트럭,393787.8626,188142.6282,부산광역시 해운대구 우동 1467번지 
1466,강변,380086.142,189749.956,부산광역시 사상구 삼락동 29-14번지 삼락강변공원 
1467,둘리카페,379792.5665,186841.3456,부산광역시 사상구 삼락동 29-58번지 수관교 인라인스케이트장 옆 
1468,두남자의 69 STEAK,385577.2031,179395.7522,부산광역시 중구 중앙동7가 80번지 유라리광장 
1469,투헌터,403236.1929,205312.2015,부산광역시 기장군 장안읍 좌천리 545번지 
1470,엔제리너스 BEXCO점,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1471,라오샌드위치,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 벡스코 
1472,차스테이크,,,부산광역시 금정구 금성동 686번지 
1473,왓더버거,,,부산광역시 금정구 금성동 686번지 
1474,쉬림프블로썸,,,부산광역시 금정구 금성동 686번지 
1475,도원결의,385577.2031,179395.7522,부산광역시 중구 중앙동7가 80번지 유라리광장 
1476,엔제리너스 커피 벡스코점,394606.5828,187941.1515,부산광역시 해운대구 우동 1500번지 
1477,대한꼬치,387660.2126,187189.9619,부산광역시 부산진구 범전동 106-2번지 시민공원 제1주차장 푸드트럭존 
1478,친구찾기,395169.8742,187080.1852,부산광역시 해운대구 우동 1393번지 
1479,단디트럭,389565.9769,193228.069,부산광역시 동래구 온천동 137-4번지 
1480,쉬림프블로썸,389565.9769,193228.069,부산광역시 동래구 온천동 137-4번지 
1481,빈스킹1호점,377123.2302,180990.3259,부산광역시 사하구 하단동 1149-37번지 
1482,미쿡스테이크,394524.0438,187575.1002,부산광역시 해운대구 우동 1413-4번지 
1483,제이(J)쉐프,394704.2184,187679.4017,부산광역시 해운대구 우동 1413번지 
1484,필리앤윙스,394704.2184,187679.4017,부산광역시 해운대구 우동 1413번지 
1485,빈스킹,394704.2184,187679.4017,부산광역시 해운대구 우동 1413번지 
