NUM,가게명,x,y,주소
523,깡스푸드,392108.8236,439373.7439,강원도 삼척시 정상동 397-12번지 외 6필지  2017.삼척장미축제행사장내 
524,원티드,368039.7323,478982.9613,강원도 강릉시 초당동 459-28번지 경포호수광장 
525,대디스쿡,262426.2555,486321.3615,강원도 춘천시 근화동 694번지 
526,쉬즈트럭,262426.2555,486321.3615,강원도 춘천시 근화동 694번지 
527,청춘쉬어가다,262426.2555,486321.3615,강원도 춘천시 근화동 694번지 
528,커몽,286334.9168,512485.4903,강원도 양구군 양구읍 상리 505번지 
529,엄마분식,263236,486649,강원도 춘천시 근화동 231-1번지 
530,깡패팩토리,313775.1569,501080.944,
531,만항재쉼터,369015.1023,407384.3198,강원도 정선군 고한읍 고한리 산 215-3번지 
532,엉클스쿡,265871,490937,강원도 춘천시 동면 장학리 450번지 외1필지 
533,쟌스키친,265871,490937,강원도 춘천시 동면 장학리 450번지 
534,더치스타일,286334.9168,512485.4903,강원도 양구군 양구읍 상리 505번지 
535,아이라이크치킨,334443.9096,522509.5579,강원도 속초시 노학동 1000-332번지 
536,고마워,283339.7888,426738.1285,강원도 원주시 명륜동 313번지 
537,노란커피,263023.6217,486918.9832,강원도 춘천시 근화동 187-2번지 
538,병천순대,391390,443119,강원도 삼척시 갈천동 225번지 
539,지와타네호,325425.8927,554435.2134,강원도 고성군 현내면 초도리 94-2번지 
540,2016 산천어축제(한국여성농업인화천군연합회),262297.4637,512130.4302,강원도 화천군 화천읍 중리 204-3번지 
541,푸드트럭팩토리 동탄점,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095-1번지 
542,스트릿스테이크,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095-1번지 
543,대황(떡모푸드),318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095-1번지 
544,푸드트럭라운지1,349267.2974,464217.5039,강원도 평창군 대관령면 용산리 200-3번지 
545,푸드트럭라운지2,349267.2974,464217.5039,강원도 평창군 대관령면 용산리 200-3번지 
546,츄로스토리 안동점,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095번지 
547,쥬꼬면,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095번지 
548,스탠딩스테이크,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095번지 
549,엄지척푸드트럭,262856.5117,487360.9571,강원도 춘천시 근화동 538-1번지 
550,라이트박스,263236,486649,강원도 춘천시 근화동 231-1번지 
551,용화푸드트럭,404258.3005,423322.0705,강원도 삼척시 근덕면 용화리 14-6번지 해양레일바이크(용화역) 앞 
552,라겸스쿡,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095-1번지 
553,엑스스테이크,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095-1번지 
554,볶뎅이,318504.1033,454938.9037,강원도 평창군 봉평면 면온리 1095-1번지 
555,츄츄푸드,366734.3683,474305.5739,강원도 강릉시 용강동 58-1번지 
556,카우브로,366734.3683,474305.5739,강원도 강릉시 용강동 58-1번지 
557,츄로킹춘천,262856.5117,487360.9571,강원도 춘천시 근화동 538-1번지 
558,cafe 트빌리시,342453.8243,509055.2125,강원도 양양군 양양읍 남문리 226-2번지 
559,팜랜드 푸드트럭,217182,387539,경기도 안성시 공도읍 신두리 451번지 
560,치킨트럭,,,경기도 수원시 팔달구 매향동 233번지 연무대주차장지정장소 
561,입까심,201290,419907,경기도 수원시 팔달구 남창동 14번지 
562,입까심,,,경기도 수원시 팔달구 매향동 233번지 연무대주차장지정장소 
563,푸드트럭팩토리,201290,419907,경기도 수원시 팔달구 남창동 14번지 
564,푸드트럭팩토리,201290,419907,경기도 수원시 팔달구 남창동 14번지 
565,푸드트럭팩토리,,,경기도 수원시 팔달구 매향동 233번지 연무대주차장지정장소 
566,푸드트럭팩토리,,,경기도 수원시 팔달구 매향동 233번지 연무대주차장지정장소 
567,나사트레일러커피,194467.0706,405790.7816,경기도 화성시 봉담읍 하가등리 107-1번지 화성그린환경센터 주민편익시설 내 
568,시현이네(푸드트럭),215367,455869,경기도 남양주시 이패동 산 87번지 남양주종합운동장내푸드트럭/실내체육관 정문광장 오른쪽 
569,치킨트럭,201124.7417,422396.9272,경기도 수원시 장안구 조원동 775번지 
570,슈퍼푸드프럭,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성 뱃놀이 축제 행사장 
571,야미트럭,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성 뱃놀이 축제 행사장 
572,7번출구,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성 뱃놀이 축제 행사장 
573,달리는숲,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성시 뱃놀이 축제 행사장 
574,진스델리,,,경기도 화성시 서신면 전곡리 .번지 전곡항 뱃놀이 축제 행사장 
575,장안구청푸드트럭,201624,420020,경기도 수원시 팔달구 매향동 49번지 
576,웨어에버푸드트럭,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성 뱃놀이 축제 행사장 
577,주 타코,,,경기도 화성시 서신면 전곡리 .번지 전곡항(화성 뱃놀이축제 행사장) 
578,화성시니어클럽 커피앤 푸드트럭,,,경기도 화성시 서신면 궁평리 .번지 궁평항 화성 뱃놀이 축제 행사장 
579,나사트레일러 커피,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성 뱃놀이 출제 행사장 
580,Chef  Lee(쉐프리),203070.0466,470412.9957,경기도 의정부시 의정부동 323번지 의정부예술의전당 
581,카페크로와상(푸드트럭),195518.447,434052.2363,경기도 안양시 동안구 비산동 1023번지 종합운동장 정문 주차장 
582,카페솔로,181380.8328,455545.596,경기도 김포시 고촌읍 전호리 130-1번지 아라마리나 일원 Zone B 
583,쁘띠스낵바,181380.8328,455545.596,경기도 김포시 고촌읍 전호리 130-1번지 아라마리나 일원 Zone A 
584,사랑애푸드카,181380.8328,455545.596,경기도 김포시 고촌읍 전호리 130-1번지 아라마리나 일원 Zone C 
585,꿀집,167820.573,460539.6883,경기도 김포시 마산동 617-2번지 한강신도시 호수공원내 
586,마츄,195449.1575,469721.4075,경기도 양주시 장흥면 석현리 392-7번지 장흥관광지 내 푸드트럭 
587,친구,,,경기도 화성시 서신면 전곡리 .번지 전곡항 화성 뱃놀이 축제 행사장 
588,카페소풍,184898.5921,411151.4326,경기도 화성시 남양읍 남양리 2060번지 푸드트럭 
589,김포TG,179544.7207,454768.9046,경기도 김포시 고촌읍 신곡리 756-3번지 서울외곽고속도로 김포톨게이트(내측)졸음쉼터 
590,주타코,179544.7207,454768.9046,경기도 김포시 고촌읍 신곡리 756-3번지 서울외곽고속도로 김포톨게이트(외측)졸음쉼터 
591,푸드트럭팩토리,199113.6231,436534.5456,
592,듀피에(킨텍스전시장),177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 2~5홀 일부 
593,에스엠푸드(SM FOOD),178791.1079,453881.2385,경기도 김포시 고촌읍 신곡리 800-1번지 김포TG(외측)졸음쉼터 내 영업허용장소 
594,미니스토리,,,경기도 수원시 팔달구 팔달로2가 48번지 외 2필지 팔달문시장 내 차없는 거리 
595,마리오트럭,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 내 차없는거리 
596,엄마네푸드,201930.7101,439084.2458,
597,모락모락,201930.7101,439084.2458,
598,김포금쌀연떡갈비,171318.0885,459935.8337,경기도 김포시 장기동 2001-4번지 라베니체 플레이존 
599,sunas Delicar,256494.0752,419319.5956,경기도 여주시 교동 454-4번지 
600,펀트레일러푸드,196311.7539,432851.1188,경기도 안양시 동안구 관양동 1590번지 안양시청 민원실 앞 주차장 
601,소담푸드트럭,207308.6086,396358.1573,경기도 평택시 장안동 353번지 국제대학교내 
602,비쥐엠(BGM)푸드트럭,207308.6086,396358.1573,경기도 평택시 장안동 353번지 국제대학교내 
603,음식연구소,212006.2424,388625.6344,경기도 평택시 용이동 605번지 평택대학교 이공관앞 
604,쉬즈카페,210017.2078,410137.8571,경기도 화성시 청계동 510-385번지 리베라컨트리클럽 
605,밥도둑,203977,419689,경기도 수원시 영통구 원천동 9-3번지 
606,프라이홀릭,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
607,브라더스하우스,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
608,얌박스,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
609,춘하추동,212006.2424,388625.6344,경기도 평택시 용이동 605번지 
610,꼬끼오,183734.2884,424484.5633,경기도 안산시 단원구 초지동 666번지 와스타디움E(동) GATE3 우측 
611,두물머리스낵,228502.1827,448915.7246,경기도 양평군 양서면 용담리 535-15번지 
612,푸드1호점(푸드트럭),224180.6668,472786.8524,경기도 남양주시 수동면 내방리 241번지 
613,맛있는이야기,179544.7207,454768.9046,경기도 김포시 고촌읍 신곡리 760-1번지 서울외곽고속도로 김포톨게이트(외측) 졸음쉼터 
614,입까심,184388,423021,경기도 안산시 단원구 고잔동 713-3번지 안산시 시립호수테니스장내 안산도시공사가 지정한 장소 
615,양주푸드트럭,192513,464103,경기도 양주시 장흥면 삼하리 250-16번지 졸음쉼터(의정부방향) 
616,서프독,226436,426200,경기도 광주시 도척면 도웅리 산 35-1번지 
617,슈퍼푸드트럭,206131.2228,420559.6574,경기도 수원시 영통구 하동 999번지 광교호수공원 
618,웨어에버푸드트럭,201507.2097,419556.4452,경기도 수원시 팔달구 팔달로2가 49번지 외 2필지 
619,치킨트럭,201507.2097,419556.4452,경기도 수원시 팔달구 팔달로2가 49번지 외 2필지 영동 차없는 거리 
620,오산누들누들,206574.275,406490.9239,경기도 오산시 오산동 49번지 및 오산동 345 
621,steak box,201930.7101,439084.2458,
622,더맨꼬치,201930.7101,439084.2458,
623,시현이네,177138,445147,경기도 부천시 상동 529-2번지 만화영상진흥원 
624,얄루(푸드트럭),195518.447,434052.2363,경기도 안양시 동안구 비산동 1023번지 안양종합운동장 
625,주토스트,201930.7101,439084.2458,
626,뜨겁냥차갑냥,201930.7101,439084.2458,경기도 과천시 주암동 685번지 
627,와와푸드카(푸드트럭),219096,453690,"경기도 남양주시 와부읍 덕소리 117-1번지 주민자치센터갤러리앞,와부읍사무소와 자치센타 사이 뒷편 녹지지역) "
628,대디키친(킨텍스전시장)],177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 1~3홀 일부 
629,쉬즈트럭(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7홀 일부 
630,FFNC(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 
631,오빠손맛(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 
632,소바트럭(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 
633,매직킹(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7홀 일부 
634,청년컵밥(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7홀 일부 
635,지지고,208722.0252,409963.2215,경기도 화성시 오산동 241번지 
636,미스터버거,195449.1575,469721.4075,경기도 양주시 장흥면 석현리 392-7번지 (A-6) 
637,에듀클릭,200504.7762,437804.6643,
638,오즈 플레이트(oz plate),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스 제2전시장 7홀 일부 
639,알엔씨개발 푸드트럭1호점,226436,426200,
640,알엔씨개발 푸드트럭2호점,226436,426200,
641,알엔씨개발 푸드트럭3호점,226436,426200,
642,알엔씨개발 푸드트럭4호점,226436,426200,
643,포지타노,183734.2884,424484.5633,경기도 안산시 단원구 초지동 666-1번지 와스타디움E동 GATE3 우측 
644,빵플,183494.2422,425172.9456,경기도 안산시 단원구 초지동 667번지 화랑유원지 내 화랑저수지와 미술관 사이 
645,비따비,210017.2078,410137.8571,경기도 화성시 청계동 510-385번지 리베라컨트리클럽 
646,나이스테이크,203332.9301,489483.8232,경기도 동두천시 상패동 233-1번지 신한대학교 2캠퍼스(동두천) 베데스다관 일원 
647,(주)루쏘팩토리,210017.2078,410137.8571,경기도 화성시 청계동 510-385번지 
648,(주)루쏘팩토리,210017.2078,410137.8571,경기도 화성시 청계동 510-385번지 
649,소울푸드(SOUL FOOD),210017.2078,410137.8571,경기도 화성시 청계동 510-385번지 
650,칠링키친,200579,420074,경기도 수원시 팔달구 화서동 43-7번지 굿모닝하우스 잔디광장 
651,커피자판기,200504.7762,437804.6643,
652,친미세계,247081.5451,437460.3317,경기도 양평군 개군면 하자포리 425-14번지 
653,태현푸드,208790.1866,393335.0768,경기도 평택시 도일동 1165-8번지 차량등록사업소 
654,고고푸드트럭(킨텍스전시장),177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 3~5홀 일부 
655,헝그릴즈,246498.7533,479472.7895,경기도 가평군 가평읍 달전리 24번지 외 15필지 
656,살라레,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
657,그린라이트,246083.1371,479629.3822,경기도 가평군 가평읍 달전리 산 7번지 일원 
658,푸드트럭 구리TG,213709,454164,경기도 구리시 토평동 86번지 서울외곽고속도로 구리남양주TG 졸음쉼터내 
659,하와이언 쉬림프,182600,438877,경기도 시흥시 계수동 437번지 서울외곽순환도로 시흥TG(내측) 졸음쉼터 내 영업허용 장소 
660,나무그늘(푸드트럭),182520.9255,438713.4846,경기도 시흥시 계수동 460번지 서울외곽고속도로 시흥TG외측 졸음쉼터내 영업허용 장소 
661,푸드트럭팩토리,207688.3639,399908.4236,경기도 평택시 진위면 봉남리 432번지 진위천유원지 물놀이장내 
662,주타코,179544.7207,454768.9046,경기도 김포시 고촌읍 신곡리 756-3번지 서울외곽고속도로 김포톨게이트(외측)졸음쉼터 
663,김포TG,179544.7207,454768.9046,경기도 김포시 고촌읍 신곡리 756-3번지 서울외곽고속도로 김포톨게이트(내측)졸음쉼터 
664,좋은 식품,201930.7101,439084.2458,
665,하늘채 식품,201930.7101,439084.2458,
666,김포금쌀 떡갈비,201930.7101,439084.2458,
667,진주햄,247031.8025,478770.7533,경기도 가평군 가평읍 달전리 1-1번지 
668,슈퍼푸드트럭,,,경기도 수원시 팔달구 팔달로2가 49-2번지 영동 차없는 거리 
669,비포,203720,421147,경기도 수원시 영통구 이의동 906-5번지 
670,에프터(AFTER),203720,421147,경기도 수원시 영통구 이의동 906-5번지 
671,사랑애푸드카,195518.447,434052.2363,경기도 안양시 동안구 비산동 1023번지 안양종합운동장 
672,개똥이네,195846.2635,423151.3782,경기도 의왕시 월암동 543-3번지 자연학습공원 내 
673,에스엠 푸드(SM FOOD),,,경기도 성남시 수정구 수진동 산 39-13번지 서울외곽순환고속도로 성남TG 졸음쉼터내 
674,미스타버거,201930.7101,439084.2458,경기도 과천시 주암동 107번지 
675,훈국,201930.7101,439084.2458,경기도 과천시 주암동 107번지 
676,미인초밥,201930.7101,439084.2458,경기도 과천시 주암동 107번지 
677,헝그리베어,201930.7101,439084.2458,경기도 과천시 과천동 107번지 경마대로107 
678,입까심,177138,445147,경기도 부천시 상동 529-2번지 한국만화영상진흥원 
679,마쿤키친카페,181927,447535,경기도 부천시 오정동 1-3번지 
680,코코하우스,201930.7101,439084.2458,경기도 과천시 주암동 685번지 
681,예술이닭,211687.0611,433781.0022,경기도 성남시 분당구 야탑동 757번지 성남아트센터 야외분수광장 옆(80노 4738) 
682,미달독S,195846.2635,423151.3782,경기도 의왕시 월암동 543-3번지 월암동 자연학습공원 내 
683,김여사 푸드&드링크(Food&Drink),195508.351,470064.9545,경기도 양주시 장흥면 석현리 392-3번지 
684,꿈꾸는 마차,201930.7101,439084.2458,경기도 과천시 주암동 685-1번지 
685,커피볶는 봉카페,195449.1575,469721.4075,경기도 양주시 장흥면 석현리 392-7번지 (A-2) 
686,착한토스트,180687,431921,경기도 시흥시 장곡동 724-10번지 
687,SF트럭,201930.7101,439084.2458,
688,쿠쿠네초밥차,177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 3~4홀 일부 
689,고피자(GOPIZZA),177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 3~4홀 일부 
690,오빠차,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 창없는거리 및 지동교 
691,마인카,180687,431921,경기도 시흥시 장곡동 724-10번지 
692,테이스트하우스(Tastehouse),180687,431921,경기도 시흥시 장곡동 724-10번지 
693,푸드쉼터,180687,431921,경기도 시흥시 장곡동 724-10번지 
694,오로드푸드,180687,431921,경기도 시흥시 장곡동 724-10번지 
695,남문로데오피자,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
696,타코와꽁지,180687,431921,경기도 시흥시 장곡동 724-10번지 
697,비머베르크 개러지 푸드,200264.6881,436783.562,경기도 과천시 막계동 1007-5번지 
698,배달밥차,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
699,스테이크달프,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
700,코브라독스,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
701,트럭판다리아,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
702,뜨겁냥차갑냥,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
703,티로스,176848.2051,462706.5772,경기도 고양시 일산서구 대화동 2710번지 킨텍스 야외행사장 
704,함경도아지매서울에떴다,201930.7101,439084.2458,
705,청년상회,201930.7101,439084.2458,
706,GA푸드(썰매장-1호차),221503.0961,477527.5699,경기도 포천시 내촌면 소학리 274번지 베어스타운내 골프연습장입구 썰매장1호차(음식판매자동차 93어3570) 
707,GA푸드(썰매장-2호차),221503.0961,477527.5699,경기도 포천시 내촌면 소학리 274번지 배어스타운내 골프연습장입구 썰매장2호차(음식판매자동차 89노1792) 
708,GA푸드(썰매장-3호차),221503.0961,477527.5699,경기도 포천시 내촌면 소학리 274번지 베어스타운내 골프연습장입구 썰매장3호차(음식판매자동차 84고4060) 
709,GA푸드(스키장-1호차),221688.2791,477361.7037,경기도 포천시 내촌면 소학리 295번지 베어스타운내 푸드코트앞 스키장1호차(음식판매자동차 91저3348) 
710,GA푸드(스키장-2호차),221688.2791,477361.7037,경기도 포천시 내촌면 소학리 295번지 베어스타운내 푸드코트앞 스키장2호차(음식판매자동차 85우9057) 
711,용푸드카(푸드트럭),215727.4632,461415.9345,경기도 남양주시 진건읍 용정리 794-108번지 진건도서관 맞은편 주차장 2번째면~4번째면 사이 
712,친구(푸드트럭),216677,469340,경기도 남양주시 진접읍 장현리 68-39번지 진접읍사무소 주차장 일부 
713,록키스 핫도그,200504.7762,437804.6643,경기도 과천시 과천동 758번지 
714,수퍼푸드트럭,200785,419104,경기도 수원시 팔달구 매산로3가 42-85번지 
715,헝그릴즈,200785,419104,경기도 수원시 팔달구 매산로3가 1-1번지 
716,웨어에버푸드트럭(wherever foodtruck),200785,419104,경기도 수원시 팔달구 매산로3가 1-1번지 
717,뜰안에 행복,203070.0466,470412.9957,경기도 의정부시 의정부동 323번지 의정부예술의 전당 
718,헝그리베어,203070.0466,470412.9957,경기도 의정부시 의정부동 323번지 의정부예술의전당 
719,비포,,,경기도 수원시 팔달구 팔달로2가 49-2번지 영동 차없는거리 
720,에프터(AFTER),,,경기도 수원시 팔달구 팔달로2가 49-2번지 영동 차없는거리 
721,카페크로와상 인서울,201507.2097,419556.4452,경기도 수원시 팔달구 팔달로2가 49번지 외2필지 영동 차없는 거리 
722,어바웃커피 프로젝트,200504.7762,437804.6643,경기도 과천시 과천동 758번지 
723,버거피아(89우3252),189567.3271,423731.2025,경기도 안산시 상록구 팔곡일동 19-5번지 가동앞 주차장내 
724,와라분식,201930.7101,439084.2458,경기도 과천시 과천동 107번지 
725,쭈너니딱좋아,201930.7101,439084.2458,경기도 과천시 과천동 107번지 
726,푸드탱크,201930.7101,439084.2458,경기도 과천시 과천동 107번지 
727,딜리박스,201930.7101,439084.2458,경기도 과천시 과천동 107번지 
728,더자유,201930.7101,439084.2458,경기도 과천시 과천동 107번지 
729,참맛바베큐,217182,387539,경기도 안성시 공도읍 신두리 451번지 일원 
730,올프레스코,201290,419907,경기도 수원시 팔달구 남창동 14번지 화성행궁 진입도로 
731,원더트럭,246498.7533,479472.7895,경기도 가평군 가평읍 달전리 24번지 
732,(주)루쏘팩토리,215899.5429,415787.2945,경기도 용인시 처인구 삼가동 556번지 용인시청 광장 내(2016 용인글로벌페스티발 행사장) 
733,치즈인더트럭(킨텍스전시장),177161,462668,경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 
734,미니스토리,198747,420280,경기도 수원시 팔달구 화서동 410-6번지 서호체육센터푸드트럭존 
735,제이리또,182093,444294,경기도 부천시 춘의동 8번지 부천종합운동장 
736,쉬즈베이글,205838.3814,418021.2013,경기도 수원시 영통구 원천동 311-1번지 영흥공원 푸드트럭존 
737,열정트럭,178791.1079,453881.2385,경기도 김포시 고촌읍 신곡리 800-1번지 서울외곽순환도로 김포TG(외측)졸음쉼터내 
738,커피자판기,180687,431921,경기도 시흥시 장곡동 724-10번지 시흥갯골생태공원 
739,미인초밥(味in초밥),180687,431921,경기도 시흥시 장곡동 724-10번지 
740,푸드쉼터(코팬쿡),180687,431921,경기도 시흥시 장곡동 724-10번지 
741,까망미르,180687,431921,경기도 시흥시 장곡동 724-10번지 
742,홈런버거,180687,431921,경기도 시흥시 장곡동 724-10번지 
743,제이리또(J.rrito),180687,431921,경기도 시흥시 장곡동 724-10번지 
744,푸드쉼터(코팬쿡),175396,426103,경기도 시흥시 정왕동 1364번지 
745,장군아이스,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
746,먼길와줘서고맙다,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
747,아재,203977,419689,경기도 수원시 영통구 원천동 9-3번지 
748,빠스뗄브라질,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
749,히말라야정원(Himalaya Garden),,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 차없는거리 및 지동교 
750,하이브,197235.2925,427337.1368,경기도 의왕시 고천동 171번지 의왕시청 
751,구스트럭,179464.9049,454473.0566,경기도 김포시 고촌읍 신곡리 760-1번지 서울외곽고속도로 김포TG 내측 졸음쉼터 
752,(주)오렌지그라운드,219283.646,422114.4835,경기도 용인시 처인구 포곡읍 전대리 310번지 에버랜드 스피드웨이 푸드트럭 운영구간 
753,인타코,202943.7313,470925.2791,경기도 의정부시 의정부동 326-2번지 의정부시청 
754,달다란1004,172318.3202,460729.1467,경기도 김포시 운양동 1325-1번지 김포한강 아트빌리지(아트센터) 
755,홀릭츄릅,172318.3202,460729.1467,경기도 김포시 운양동 1325-1번지 김포아트빌리지 
756,용쓰화덕,195518.447,434052.2363,경기도 안양시 동안구 비산동 1023번지 안양종합운동장 
757,좋은이웃 협동조합,201930.7101,439084.2458,경기도 과천시 주암동 685번지 한국마사회 
758,Snow,228958,427890,경기도 광주시 곤지암읍 삼리 72-1번지 광주도자기엑스포장 대공연장 
759,먹방스테이크,195910.1412,412751.5754,경기도 화성시 봉담읍 상리 14번지 협성대학교 
760,쿠잉쿠잉,177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 제4홀일부 
761,하이미미푸드트럭,234380.2662,421480.9658,경기도 이천시 신둔면 고척리 608번지 도자기 축제장 
762,엉클스크레페,,,"경기도 이천시 신둔면 고척리 571-7,8번지 도자기 축제장 "
763,팜토피아,217079,388151,경기도 안성시 공도읍 신두리 336-1번지 농협안성교육원 
764,베러댄와플,184203.9218,424631.004,경기도 안산시 단원구 고잔동 817번지 안산문화예술의전당 야외공연장 테마파크 
765,토마토마차,178195,462379,경기도 고양시 일산서구 대화동 2606번지 원마운트 잔디광장 내 
766,강원전통식품,201930.7101,439084.2458,경기도 과천시 주암동 685-43번지 
767,쉼표,201975.5635,432658.8205,경기도 의왕시 청계동 산 8-18번지 청계TG 졸음쉼터내 
768,츄리닝 스테이크,211014.8004,437391.6659,경기도 성남시 수정구 수진동 4709번지 
769,해피모닝 푸드트럭,228703,390489,경기도 안성시 보개면 양복리 238-1번지 일원 
770,달콤살벌,187772.6462,428412.687,경기도 안산시 상록구 장하동 151번지 서서울톨게이트 목포방향 (차량 99나 6040) 
771,현재네 푸드트럭,187959.9667,428344.9909,"경기도 안산시 상록구 장하동 산 8-1번지 서서울톨게이트, 서울방향(99나6039) "
772,청년창업푸드트럭,198646.5391,424199.4672,경기도 수원시 장안구 이목동 산 108번지 고속도로 이목(강릉) 졸음쉼터내 
773,구석기,205507.2092,501415.5771,경기도 연천군 전곡읍 전곡리 189번지 
774,스낵존,179185.3481,470117.7776,경기도 파주시 와동동 1339번지 가람도서관 주차장 내 2개면 1개소 
775,푸드트럭팩토리,195518.447,434052.2363,경기도 안양시 동안구 비산동 1023번지 외8필지 안양종합운동장 
776,칠링키친,203070.0466,470412.9957,경기도 의정부시 의정부동 323번지 의정부예술의전당 
777,알렉스더키친,203070.0466,470412.9957,경기도 의정부시 의정부동 323번지 의정부예술의전당 
778,미스터버거,177138,445147,경기도 부천시 상동 529-2번지 한국만화영상진흥원 
779,슈퍼푸드트럭,177138,445147,경기도 부천시 상동 529-2번지 한국만화영상진흥원 
780,(사)희망나눔플러스,179149,444615,경기도 부천시 중동 1156번지 부천시청앞 잔디광장 옆공간 
781,금호1호만두,201930.7101,439084.2458,경기도 과천시 과천동 107번지 경마공원대로 
782,그릴나인,201930.7101,439084.2458,경기도 과천시 과천동 107번지 경마공원대로 
783,월리하우스,201930.7101,439084.2458,
784,금촌1호만두,201930.7101,439084.2458,
785,미스터브로(Mr.Bro),207658.7481,406058.3277,경기도 오산시 부산동 442-5번지 경부고속도로 오산졸음쉼터(서울방향) 
786,장안구청 푸드트럭,177138,445147,경기도 부천시 상동 529-2번지 한국만화영상진흥원 
787,FFNC 한식퓨전덮밥(킨텍스전시장),177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스 제1전시장 2~5홀 일부 
788,콘사포스(킨텍스전시장),177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 2~5홀 일부 
789,FFNC즐거운식탁(킨텍스전시장),177362,462910,경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 2~5홀 일부 
790,화성시니어클럼 노노카페 푸드트럭4호점(동학산근린공원),206908.5089,413187.5888,경기도 화성시 석우동 29-3번지 동학산근린공원 내 
791,화성시니어클럽 노노카페 푸드트럭3호점(다람산공원),202950,412833,경기도 화성시 진안동 584번지 다람산근린공원 내 
792,바른꼬치,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 차없는거리.지동교 
793,또띠아 맛나다,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 차없는거리.지동교 
794,대만야시장,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 차없는거리.지동교 
795,헐즈키친(HERS KITCHEN),,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 차없는거리.지동교 
796,요리연구소,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 차없는거리.지동교 
797,치즈온더스테이크,,,경기도 수원시 팔달구 팔달로2가 48번지 외2필지 팔달문시장 차없는거리.지동교 
798,화신,197791.4779,420455.3334,"경기도 수원시 장안구 천천동 445-6번지 ,472-32 "
