EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	INFLOW_NM3	INFLOW_NM4	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
CULTURE	1	20140815	3000000000	대전광역시				2501.390005	1384.081524	1117.308481	123.526948	121.956109	117.135257	35.054392	51.107045	219.00629	203.081231	20.43054	131.833738	100.904455	40.869506	0.388798	42.041918	93.969892	82.775405	123.526948	105.308824	95.558787	0.188982	128.005947	112.694777	84.076615	62.301531	47.225086	46.087581	2.681862	45.255819	65.857286	103.106038	95.432398
CULTURE	1	20140815	4300000000	충청북도				2461.437633	1455.709315	1005.728318	120.48084	120.092184	83.655662	22.170247	184.419972	216.503543	164.831697	183.50663	24.021546	61.721201	47.651844	11.559932	54.33155	73.900391	86.862076	120.441974	114.728728	86.356823	43.512656	72.176053	120.311128	18.288867	29.909688	39.742691	23.846651	0.27465	69.994396	78.544833	106.994469	80.604711
CULTURE	1	20140815	1154500000	서울특별시	금천구			2490.473939	1582.523217	907.950722	134.019965	119.948105	104.40939	100.878994	11.922959	81.359052	129.118847	158.704562	214.022385	126.035967	86.157409	178.668702	60.276125	15.403631	61.597124	134.019965	128.475752	63.113702	66.196582	9.237869	12.317435	56.546833	62.01646	58.585512	13.113018	8.314662	35.193739	54.834674	101.401095	104.583424
CULTURE	1	20140815	3100000000	울산광역시				2499.638509	1242.721679	1256.91683	114.756377	107.887754	50.809495	6.085601	38.391024	213.586708	98.239628	28.68337	134.528853	109.847601	28.097248	28.18883	83.435456	92.04413	108.139604	114.756377	113.565816	72.422763	4.391339	229.796657	107.443583	44.778843	42.832734	89.356209	101.857103	11.77282	44.169826	87.213198	98.889858	93.669704
CULTURE	1	20140815	5000000000	제주특별자치도				2560.295925	1484.09574	1076.200185	119.651106	119.196094	85.24082	52.400325	70.316425	255.733835	164.333289	124.29223	35.337373	21.516382	108.82182	54.47063	73.126124	94.170431	105.488856	119.651106	118.513576	57.598838	14.884582	120.19712	97.958407	37.953692	56.097297	90.280078	24.701467	20.208222	46.052907	76.595591	98.663675	96.843627
CULTURE	1	20140815	3600000000	세종특별자치시				2396.267248	1499.536689	896.730559	92.073803	92.073803	68.951483	88.822227	33.473171	69.782441	177.807033	207.613152	99.949844	260.541587	50.706527	86.654509	39.687296	68.951483	62.44833	92.073803	92.073803	9.447635	68.590197	62.44833	30.655139	5.834772	139.330045	128.491458	31.197069	6.990889	65.808293	71.66113	92.073803	0.054193
CULTURE	1	20140815	4900000000	제주도				1415.966882	393.324135	1022.642747	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	26.221609	5.886484	239.399883	26.221609	26.221609	26.221609	462.697072	26.221609	26.221609	26.221609	26.221609
CULTURE	1	20140816	4100000000	경기도				2612.259356	1305.475893	1306.783463	148.407655	143.246727	112.409829	87.225137	8.139372	74.563305	72.735214	57.020161	91.499034	114.29167	119.649777	112.40593	11.858492	65.123466	86.900124	148.417681	142.884953	110.98696	82.408438	26.300234	61.741611	20.973876	21.494396	84.03712	130.665939	169.280573	137.612346	3.603403	73.612219	92.763714
CULTURE	1	20140816	1168000000	서울특별시	강남구			2571.137438	1158.765674	1412.371764	135.904985	134.123209	114.263562	84.224816	73.456127	20.81354	22.608033	51.034075	60.276767	55.143865	131.27468	133.576682	68.912527	19.096792	54.056014	135.904985	133.55096	115.312685	96.497827	63.480784	11.440793	79.06995	56.539807	76.121999	105.18532	176.768488	216.548475	52.508051	44.015642	49.425998
CULTURE	1	20140816	2800000000	인천광역시				2622.036266	1312.610213	1309.426053	145.912504	137.700984	94.006657	91.11702	0.811825	103.451879	191.755314	47.886902	102.235755	73.51696	108.058078	41.429611	28.648124	65.422389	80.656211	145.912504	137.23283	118.20535	89.228263	39.987484	136.023523	45.589182	81.583191	28.262122	54.457193	146.371332	110.409607	11.385637	84.433726	80.344109
CULTURE	1	20140816	2600000000	부산광역시				2354.961123	1066.160121	1288.801002	132.562311	130.718705	109.79757	89.775509	23.260241	108.505531	85.432681	18.714364	36.660475	31.432717	45.474425	90.347279	0.792498	70.798999	91.886816	132.562311	121.652207	100.948264	70.213086	6.930441	12.668348	38.180818	20.390278	1.181423	78.06331	189.800959	262.519835	149.489136	31.416554	72.784032
CULTURE	1	20140816	2700000000	대구광역시				2342.289759	976.737955	1365.551804	134.8774	128.306515	99.907015	86.422957	4.984434	68.249558	48.350201	25.21467	42.946206	51.539699	42.5728	68.944507	23.031289	66.65844	84.732264	134.156522	132.299871	109.216201	79.97654	23.628737	19.224636	13.431678	18.437375	117.720493	85.374312	245.077419	252.109875	67.357537	42.656817	24.883791
CULTURE	1	20140816	1171000000	서울특별시	송파구			2462.521964	1214.970887	1247.551077	132.213132	130.235864	120.146868	110.326255	70.402971	18.716493	48.797256	14.115648	41.348269	79.075199	134.520857	149.533853	109.227165	27.912706	28.398351	132.213132	126.051286	114.121952	100.604232	44.906621	6.425664	27.545734	3.43329	43.615828	69.637989	157.913964	237.344266	65.530091	43.537322	74.669706
CULTURE	1	20140816	1129000000	서울특별시	성북구			2471.15881	1457.560352	1013.598458	158.222751	150.467428	124.955787	113.22839	13.265648	57.118965	128.784894	25.989773	137.443881	108.519897	110.704874	188.784119	107.272301	15.503228	17.298416	158.222751	151.856642	130.573338	84.513464	10.587027	47.144946	32.510988	10.020552	40.711399	45.452262	73.09493	92.638344	3.297024	54.186779	78.788012
CULTURE	1	20140816	1135000000	서울특별시	노원구			2436.010126	1363.19673	1072.813396	128.667889	127.228555	122.504022	96.469649	26.392742	30.471955	55.95147	10.348741	79.118161	132.99981	121.688399	264.693414	104.213121	15.306571	47.142231	128.667889	124.108166	113.06045	83.16954	20.217887	47.903284	30.52689	21.250692	38.646495	29.675377	129.363019	142.404927	22.003321	59.255713	82.559746
CULTURE	1	20140816	4800000000	경상남도				2452.822721	1105.165593	1347.657128	138.721885	135.268568	101.098556	96.245423	3.610246	88.074553	89.936571	10.823695	67.592356	52.597168	34.194884	90.253511	52.174582	53.154892	91.418703	138.721885	132.475541	96.866096	49.68837	9.665106	23.346316	0.652147	42.827956	48.727868	121.06925	205.210016	236.098384	103.208402	62.042397	77.057394
