EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	INFLOW_NM3	INFLOW_NM4	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
KIMJANG	1	20141101	1168000000	서울특별시	강남구			2678.932959	1377.766613	1301.166346	142.537688	135.308216	131.404302	106.347489	32.60688	52.293891	131.036224	108.21787	135.004399	106.638096	120.315185	86.149238	15.766317	28.103187	46.037631	142.537688	140.374202	110.342441	108.259283	17.212211	99.874523	130.848793	102.059431	95.477934	63.437987	33.909613	41.224767	33.827857	84.444868	97.334748
KIMJANG	1	20141101	1135000000	서울특별시	노원구			2457.374151	1497.759412	959.614739	125.016992	124.112569	104.918695	102.387267	3.080941	60.088326	94.303285	22.605002	98.495216	156.856842	121.325923	236.771501	180.496269	13.082237	54.218347	125.016992	120.944694	83.317811	83.561861	13.460276	79.75116	47.852291	17.647422	41.856299	41.014085	12.318183	11.528607	81.336693	97.204777	102.803588
KIMJANG	1	20141101	1150000000	서울특별시	강서구			2618.563397	1505.187039	1113.376358	138.39795	133.25143	114.592534	90.991432	37.079978	100.528691	124.615731	68.418161	69.412124	123.964133	135.052344	208.655311	82.930023	22.414236	54.882961	138.39795	130.600861	106.712615	79.776215	19.493089	97.221004	101.119547	50.703531	56.83297	18.007667	29.913136	9.431237	62.702137	104.746777	107.717622
KIMJANG	1	20141101	1147000000	서울특별시	양천구			2681.504301	1457.691323	1223.812978	140.676336	136.784384	117.701264	119.102102	14.122918	69.931792	113.919441	47.524985	72.806155	181.860105	121.941223	131.628153	101.701751	17.230753	70.759961	140.583828	127.044592	102.285434	85.270533	48.119681	119.641733	77.814812	51.079943	57.337462	57.264777	31.448382	42.608836	59.308768	109.851283	114.152914
KIMJANG	1	20141101	1165000000	서울특별시	서초구			2646.721191	1375.187252	1271.533939	139.170449	134.232997	119.261368	99.445196	46.526859	46.043732	107.814973	131.327599	146.763773	166.964853	79.291897	41.783187	24.376015	38.111954	54.0724	139.170449	136.661905	113.939007	112.943553	0.883299	62.873541	125.527419	105.983338	106.474429	96.314161	49.043367	31.895011	35.118955	55.426218	99.279287
KIMJANG	1	20141101	1162000000	서울특별시	관악구			2587.730363	1442.281258	1145.449105	129.141442	126.419333	114.559175	86.231223	21.962422	78.543249	208.863414	164.968601	104.013953	101.420549	99.64442	96.658466	64.971316	18.127015	26.75668	129.070655	125.66641	117.989161	93.161983	25.482502	61.303225	140.70129	96.748559	69.308671	6.719469	22.04608	18.455213	64.357822	86.900488	87.537577
KIMJANG	1	20141101	1114000000	서울특별시	중구			2590.716165	1467.838827	1122.877338	125.961751	125.822085	112.464919	100.7774	67.447971	32.622844	109.978862	69.989895	206.634204	166.264331	138.794533	140.635587	17.710306	33.451954	19.282185	125.961751	122.133628	106.192638	76.031093	54.751046	74.986136	48.754288	107.490264	108.944062	23.963541	48.589228	9.72775	47.393178	78.494296	89.464439
KIMJANG	1	20141101	1171000000	서울특별시	송파구			2577.662488	1525.603749	1052.058739	135.045138	134.756896	113.276024	90.614734	21.148479	126.383245	204.338906	96.145316	126.445012	99.604216	119.760548	124.084173	80.566536	7.799227	45.635299	135.045138	123.522331	118.635948	96.413884	28.827146	77.704708	95.198235	38.098923	29.218332	33.109595	1.547126	8.589375	66.045559	110.112228	89.990211
KIMJANG	1	20141101	1123000000	서울특별시	동대문구			2571.92909	1445.418735	1126.510355	135.158437	131.572804	109.385843	108.458524	13.67967	105.470497	214.646834	59.880755	137.054288	83.159892	89.644256	141.223789	55.512053	2.469416	58.101677	135.158437	125.583012	94.253373	70.053786	40.674952	122.622461	128.701551	44.397965	42.502113	20.473139	29.670769	10.464965	70.527749	98.086291	93.339792
KIMJANG	1	20141101	1156000000	서울특별시	영등포구			2592.768302	1432.630523	1160.137779	140.498424	135.850227	117.214068	89.932119	39.814007	95.684894	141.371677	118.253587	152.865663	60.552337	109.087314	130.289741	41.222201	9.83567	50.158594	140.498424	139.377941	119.975516	79.659821	15.219771	122.027084	129.516246	108.841532	62.655952	2.518556	6.277595	9.358562	59.375468	93.062242	71.773069
