EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM	SUM	TIME_0	TIME_1	TIME_2	TIME_3	TIME_4	TIME_5	TIME_6	TIME_7	TIME_8	TIME_9	TIME_10	TIME_11	TIME_12	TIME_13	TIME_14	TIME_15	TIME_16	TIME_17	TIME_18	TIME_19	TIME_20	TIME_21	TIME_22	TIME_23
KIMJANG	1	20151023	4100000000	경기도	10971.28875	482.243878	535.248058	557.804446	566.200805	570.665451	563.454868	542.224151	453.203028	251.367992	125.885927	416.850006	655.795829	415.203243	589.88801	660.774756	639.281569	595.972772	578.164817	636.546291	171.281157	99.613998	172.536548	292.273261	398.807893
KIMJANG	1	20151023	1111000000	서울특별시 종로구	10854.87346	492.952845	543.242654	563.527653	582.913663	590.340637	585.198251	551.960378	457.430383	245.508015	168.216902	448.685166	606.48671	272.767745	546.419358	632.79659	623.402561	598.997879	649.530993	688.121565	192.01126	37.59811	120.882487	265.764148	390.117505
KIMJANG	1	20151023	1114000000	서울특별시 중구	11095.70256	482.739295	514.646469	534.693177	540.010127	541.844502	544.450957	530.241395	446.615796	284.506323	201.071918	542.380669	720.408136	353.23196	574.074289	625.595587	605.296995	602.400325	592.938235	599.322956	131.130209	130.309304	230.192394	352.953153	414.648388
KIMJANG	1	20151023	1168000000	서울특별시 강남구	11007.05332	485.055662	532.631817	558.384883	551.650567	560.174194	556.667144	530.731894	453.856584	275.075128	126.569901	410.719005	740.010801	405.604829	609.599304	567.443135	634.539047	667.826739	561.242359	577.769086	202.202453	117.498636	178.75814	295.648952	407.393055
KIMJANG	1	20151023	1144000000	서울특별시 마포구	10980.85073	475.721767	529.555339	555.198509	583.497634	566.777541	591.116032	554.087978	462.96231	290.760114	143.853562	419.008969	621.148905	377.608685	590.170527	636.012935	577.558623	624.193158	571.299266	703.708729	225.862004	67.869557	178.363507	258.127589	376.387489
KIMJANG	1	20151023	1138000000	서울특별시 은평구	10916.56046	479.393142	540.456596	563.809189	579.566748	595.464235	582.202077	516.761955	445.786864	264.571053	121.695137	463.347304	661.7977	318.839531	538.341466	607.769564	630.710144	621.910166	605.686177	660.483923	227.699118	45.613286	138.84486	294.920096	410.890129
KIMJANG	1	20151023	1141000000	서울특별시 서대문구	10733.30309	501.705152	551.814118	581.681656	602.155841	609.437767	601.532388	547.815709	463.757668	260.428982	95.753666	387.903571	551.214911	350.172218	513.508496	632.538073	668.64845	613.66824	669.163837	665.17374	218.906343	23.217723	81.157254	197.185946	344.761342
KIMJANG	1	20151023	1129000000	서울특별시 성북구	10813.93895	503.366519	531.970358	560.232707	584.153257	594.560566	581.746567	546.345454	435.865361	238.760681	95.175724	350.894695	650.885385	330.291475	576.20481	609.711467	698.767138	574.684367	580.375864	682.115443	257.863107	32.452036	107.026912	260.420893	430.068165
KIMJANG	1	20151023	1150000000	서울특별시 강서구	10844.54994	452.989988	471.899767	602.698945	600.855046	616.214337	653.121754	582.416049	421.888894	248.042506	181.291868	437.034862	643.473157	379.354151	516.616785	641.599833	683.813365	614.559241	541.009224	626.554397	156.968086	50.902173	139.958602	235.243096	346.04381
KIMJANG	1	20151023	2800000000	인천광역시	11077.63824	466.385389	543.608904	563.683342	564.903012	560.416964	550.099889	522.097594	449.769469	224.982545	192.478886	504.229979	662.085402	460.97345	581.035798	694.431729	553.066919	599.489579	546.083052	598.804558	146.139765	111.377766	222.484727	343.407527	415.60199
KIMJANG	1	20151023	1135000000	서울특별시 노원구	11040.85861	471.880029	512.449418	538.885754	570.801865	565.550812	575.909967	545.299473	439.754258	250.716345	154.586811	419.77929	677.347734	379.838884	610.847101	638.522343	665.10163	586.097582	559.089443	624.799083	204.419401	131.981551	163.35445	361.017051	392.828331
KIMJANG	1	20151023	1165000000	서울특별시 서초구	10911.60457	476.689227	521.858652	551.262699	555.007554	552.723655	545.215452	545.539081	476.938884	291.628661	77.540075	370.887055	606.147172	385.191477	599.637596	647.895371	726.491094	645.69469	565.009245	612.94339	218.365118	70.996596	126.18004	328.892281	412.8695
KIMJANG	1	20151023	1156000000	서울특별시 영등포구	10912.55561	473.714807	511.708283	550.911233	562.446216	583.696974	571.732177	539.266297	438.23024	254.490151	149.554123	442.086896	730.051655	361.242056	599.778313	703.02341	701.11424	497.842646	543.262892	597.459321	130.862252	95.699212	180.322408	313.214611	380.845197
KIMJANG	1	20151023	1171000000	서울특별시 송파구	10994.16176	442.229071	535.967886	557.744417	556.078982	567.620834	558.761107	547.432276	441.938588	235.889421	173.187891	364.37402	709.148112	375.547926	578.527658	548.879042	662.33196	637.214876	633.041606	648.534025	166.293765	123.704945	214.974656	292.126901	422.611796
KIMJANG	1	20151023	1147000000	서울특별시 양천구	10870.61945	482.714992	520.751429	540.957544	549.379728	555.746852	559.334299	523.649896	463.613621	267.836445	70.595187	427.700549	668.344565	365.134055	599.696042	698.980408	718.058022	564.35613	597.450918	587.377559	137.616292	86.409056	168.908448	306.538104	409.469312
KIMJANG	1	20151023	1117000000	서울특별시 용산구	10968.19764	477.799571	519.845602	553.213828	563.376674	569.187704	556.7521	540.248775	476.766499	275.524072	131.596694	313.236581	653.595068	439.568374	548.957787	584.921606	650.237584	725.703494	578.284119	624.075035	233.922477	91.185285	149.631334	290.284088	420.283287
KIMJANG	1	20151023	1132000000	서울특별시 도봉구	10948.40329	477.351735	503.454487	577.642742	574.200001	590.919872	568.005888	563.40616	416.327732	279.930268	117.918009	365.061691	564.48672	419.016786	525.233824	705.639118	646.689226	618.893322	639.309907	650.795118	221.157922	87.658804	157.600071	290.865205	386.838677
KIMJANG	1	20151023	1120000000	서울특별시 성동구	10917.08664	479.289779	505.698171	587.452273	603.832161	609.253366	612.552598	572.642063	432.184883	182.838506	155.80515	404.759107	649.570856	380.458154	666.212357	568.180106	568.688798	691.44349	563.194922	578.092336	232.138046	95.445188	170.499087	233.620521	373.234725
KIMJANG	1	20151023	1162000000	서울특별시 관악구	10940.13722	484.773356	532.970345	542.612381	541.675877	553.79767	553.045829	526.823712	452.958595	266.211751	106.187151	376.981947	685.065437	400.579214	610.329766	661.257126	606.781603	555.603629	676.201622	634.639304	156.441811	61.763659	220.850655	336.88484	395.699939
KIMJANG	1	20151023	1123000000	서울특별시 동대문구	10965.60049	503.137121	533.292706	539.899989	554.633802	562.717333	562.01504	538.825052	467.50652	269.316677	120.627715	423.172507	681.229212	409.542297	509.755154	699.77547	646.730879	490.434941	579.282123	707.586684	214.663263	81.933541	174.406847	299.57259	395.543025
KIMJANG	1	20151023	1159000000	서울특별시 동작구	10911.51295	495.579372	529.681959	547.530457	551.368843	566.589522	559.665663	540.768991	464.709886	256.403603	88.859263	378.657444	681.31422	403.666008	485.822242	643.963766	645.927249	696.372505	580.335128	640.464929	210.373722	105.525488	120.71664	302.789028	414.427023
KIMJANG	1	20151023	1130500000	서울특별시 강북구	10861.45337	478.154087	544.975028	548.57684	562.348473	588.001195	568.166784	535.114865	433.987074	307.108775	36.122695	394.168855	685.866711	444.36605	593.099687	558.597264	640.50996	607.995868	572.760044	707.836133	189.403415	58.77934	184.451603	255.412183	365.650438
KIMJANG	1	20151023	1153000000	서울특별시 구로구	11077.81394	484.77372	504.173216	548.367055	554.56172	562.073732	555.424269	548.91595	464.778282	234.336736	183.497354	473.78407	661.160931	435.973088	515.735284	689.562295	671.197857	574.184695	599.433836	544.32484	190.052721	112.011701	196.400292	326.598041	446.492257
KIMJANG	1	20151023	1174000000	서울특별시 강동구	10894.3066	479.164797	531.162628	546.34109	576.93	577.045992	572.224014	551.013936	423.952313	226.400321	192.846696	479.828993	834.898953	368.75778	598.920266	636.766999	599.632792	528.860727	434.177614	623.278715	149.183762	76.040753	147.160796	307.678003	432.038655
KIMJANG	1	20151023	1121500000	서울특별시 광진구	11019.9644	477.373662	520.531006	557.088968	545.932092	546.487485	562.577562	535.020243	463.962542	267.957635	130.063497	357.186777	653.913933	463.528301	557.651167	581.418743	648.033295	671.082126	584.114035	676.783078	186.207248	150.491906	162.775904	305.332352	414.450844
KIMJANG	1	20151023	1126000000	서울특별시 중랑구	10875.1253	452.598943	509.030815	561.029018	569.61809	584.403166	585.813036	562.401786	448.721803	253.99289	159.618222	387.126595	616.823975	421.519984	556.125394	687.762659	699.115816	654.408121	593.746642	593.115911	68.199333	114.564243	169.790305	296.288967	329.309589
KIMJANG	1	20151023	2600000000	부산광역시	10626.39771	498.264297	556.364564	580.93854	583.580627	572.08883	558.519275	555.979794	456.580882	279.201922	2.937078	326.73384	564.521687	323.091351	403.405671	527.070742	575.885227	582.811087	821.163263	779.864619	366.621661	42.029707	27.04933	242.135748	399.557972
KIMJANG	1	20151023	4800000000	경상남도	10849.63965	520.173477	566.414996	579.9919	595.046563	595.939375	594.52319	568.108261	457.030098	112.214703	279.293748	414.23155	583.003859	290.438508	536.30054	577.646985	632.139322	660.370662	676.28735	579.401823	83.490777	131.122825	114.344112	289.089027	413.036002
KIMJANG	1	20151023	1154500000	서울특별시 금천구	10753.12123	425.641848	514.069514	558.375498	580.675931	615.80372	596.636406	518.566461	423.393375	310.269361	61.908274	292.210925	555.872075	559.594957	564.792248	665.641808	706.18805	638.180945	525.056932	605.191049	174.626825	27.296528	38.240942	342.706354	452.181206
KIMJANG	1	20151023	2700000000	대구광역시	10819.13416	528.991625	543.207226	560.848273	585.305957	593.629791	591.266233	583.113672	493.332732	155.206958	173.80713	375.531645	503.30078	438.148797	598.219889	555.915631	667.961969	621.512921	692.248381	578.934628	196.826127	7.159182	115.12924	263.862105	395.673267
KIMJANG	1	20151023	4500000000	전라북도	10810.39081	481.686302	494.22042	532.181823	532.899923	531.104672	542.626921	525.523073	460.56762	249.446076	86.624951	551.954067	923.995401	610.675102	790.493992	497.019379	420.96601	343.998694	382.743479	597.129115	199.595214	102.431322	211.484673	354.484593	386.537988
KIMJANG	1	20151023	4400000000	충청남도	10565.24901	492.256808	526.367607	554.600963	556.043281	554.889427	553.230762	526.583954	448.698832	300.608927	18.575842	337.327915	688.496065	362.532406	504.56458	779.398099	737.679077	750.732047	491.547669	547.942266	63.82854	62.157856	126.088561	231.557997	349.539533
KIMJANG	1	20151023	4200000000	강원도	10798.97047	484.0513	536.247975	555.985898	554.52244	568.181383	560.751519	535.347386	443.149521	340.55735	51.424294	315.071914	540.031703	365.842655	578.494386	778.462812	567.19949	713.80798	555.867071	669.904235	206.513337	56.865357	144.078708	231.773625	444.838126
KIMJANG	1	20151023	3000000000	대전광역시	11003.6444	518.302423	543.35381	570.211787	577.598735	584.463778	583.219238	536.569059	453.58634	240.288233	122.274388	386.759223	670.153037	353.036202	563.925522	550.235581	538.231792	654.576213	614.951664	699.500095	348.178481	120.45107	178.703574	248.35767	346.716481
KIMJANG	1	20151023	4700000000	경상북도	10826.71756	479.576448	527.195369	551.828617	563.160714	563.200899	565.089582	551.627693	454.581538	272.102618	57.85431	367.718866	499.846302	353.332728	423.49529	654.396826	644.913226	682.566331	722.831443	725.724745	280.678712	42.728103	152.271713	293.72201	396.273475
KIMJANG	1	20151023	4300000000	충청북도	10881.84834	497.185721	550.920975	557.002419	560.138163	561.51599	556.337261	536.239991	477.753608	359.403016	152.008372	286.750355	484.112201	303.236768	570.345169	662.99216	645.555521	632.822499	625.885852	790.179849	287.035423	55.235819	165.461982	237.346545	326.382679
KIMJANG	1	20151023	2900000000	광주광역시	10736.70304	500.089179	537.363553	574.585868	589.995386	574.846164	597.856322	539.029447	479.838157	184.610536	127.952793	361.750579	514.075745	389.341945	466.389535	575.50558	432.394889	581.8568	785.720557	829.554388	303.808709	63.677056	49.725195	239.68915	437.045509
KIMJANG	1	20151023	4600000000	전라남도	10670.45436	503.515729	516.81929	518.090954	525.231836	530.563042	549.24672	516.428009	439.687983	292.272791	0.915027	210.327911	526.43421	554.851008	514.451224	475.029643	628.167323	857.017915	778.370393	608.603263	165.917494	16.056795	277.942117	278.577949	385.935729
KIMJANG	1	20151023	3100000000	울산광역시	10590.29574	542.141794	522.458209	569.967585	589.018765	588.702563	564.671198	535.027245	459.217775	254.239719	57.56197	317.453802	679.979589	456.266555	623.142249	440.930749	532.313176	562.352382	849.147749	670.098271	163.463346	12.107908	117.640382	238.982964	243.409795
KIMJANG	1	20151023	5000000000	제주특별자치도	10679.63354	465.174376	492.796038	531.776139	519.514187	556.170971	556.170971	535.777408	382.696612	305.252702	17.548575	143.147539	359.086975	419.622299	767.345456	452.277814	752.372966	547.921043	824.912096	718.684865	166.767931	187.677787	186.376299	394.055052	396.507443
KIMJANG	1	20151023	3600000000	세종특별자치시	10425.94704	428.331363	510.133002	520.058054	520.378217	518.937484	518.137077	500.528113	275.773708	32.703313	36.865432	321.970557	609.476904	90.972974	740.103396	405.533092	767.797493	662.143712	839.033753	673.669579	32.703313	301.386746	307.469842	384.469037	427.370875
KIMJANG	1	20151023	4900000000	제주도	9294.19946	268.206612	268.206612	268.206612	268.206612	268.206612	268.206612	268.206612	268.206612	268.206612	268.206612	268.206612	188.667846	188.667846	1220.304574	268.206612	188.667846	873.742809	686.258576	1180.535191	686.258576	217.074548	160.261144	217.074548	268.206612
KIMJANG	1	20151024	4100000000	경기도	10625.66327	383.321691	463.121819	531.088796	575.524493	587.440502	574.898465	445.86923	429.144469	346.766579	147.290807	78.87707	271.095216	507.104618	577.769037	670.777125	758.592864	780.786162	757.850223	586.898609	271.193416	51.887294	112.638329	306.700801	409.025655
KIMJANG	1	20151024	1111000000	서울특별시 종로구	10781.28201	391.919042	518.175332	624.321389	658.612317	668.296184	628.326703	556.000976	473.12339	280.334961	44.471973	314.930035	473.720353	552.048822	519.410217	577.638911	555.803151	544.278722	734.473632	606.878751	300.927121	151.987994	14.071324	206.712474	384.818237
KIMJANG	1	20151024	1141000000	서울특별시 서대문구	10725.70279	378.874792	488.517461	547.618463	591.264146	624.011403	608.348165	428.203597	412.505705	394.312785	80.147035	203.575894	308.401771	543.83549	644.901496	587.463847	651.485601	644.554964	834.246484	573.810493	310.307696	60.267659	97.889464	249.254564	461.903817
KIMJANG	1	20151024	1138000000	서울특별시 은평구	10570.34786	377.719406	493.211909	560.407548	605.333072	653.418025	582.793251	478.416539	510.93553	291.00852	57.692471	60.843872	409.883602	409.845073	582.438457	726.462137	588.314223	659.709589	776.242392	632.257242	285.278846	129.04128	24.857217	230.38218	443.85548
KIMJANG	1	20151024	1129000000	서울특별시 성북구	10485.45458	340.25699	506.949382	527.963852	583.692725	586.302236	567.323975	394.503186	478.541298	380.724178	104.748633	50.082346	226.105716	467.782008	528.117062	641.729631	718.235745	809.647702	820.20436	607.667606	265.979833	107.175281	38.621255	260.212221	472.887358
KIMJANG	1	20151024	1144000000	서울특별시 마포구	10449.15728	325.404358	479.344344	578.436205	591.572362	635.006764	576.008195	463.406637	422.25498	242.810513	130.084441	73.577869	284.420448	424.331932	618.26145	641.151151	806.401098	763.506254	786.582725	571.174657	203.694303	51.476752	115.848417	262.525124	401.876298
KIMJANG	1	20151024	1150000000	서울특별시 강서구	10505.41308	269.117864	335.467068	506.91509	649.740344	633.264543	678.494289	468.401594	482.621154	411.864411	129.099792	65.88134	434.855324	562.254192	524.711403	702.875676	740.182346	759.5178	574.715984	649.644148	168.618977	69.449348	68.915896	294.434978	324.369514
KIMJANG	1	20151024	2800000000	인천광역시	10494.26037	423.618544	482.109907	552.14737	593.994849	567.802132	542.40832	408.17302	428.602199	357.803872	89.770768	48.915582	225.22662	477.585941	434.368908	750.48857	815.618465	713.092141	816.721717	602.082192	179.327544	183.702508	74.553503	308.614063	417.531638
KIMJANG	1	20151024	1168000000	서울특별시 강남구	10624.71784	383.292891	469.711098	562.879199	593.498283	583.40279	558.887958	503.812736	490.215124	292.707357	28.815852	145.292282	347.397802	454.730899	690.468499	590.37442	661.531997	733.178697	835.79665	487.521688	316.270031	49.795957	93.497444	353.202059	398.436131
KIMJANG	1	20151024	1114000000	서울특별시 중구	10711.66167	381.315982	502.032626	586.986667	625.796949	647.964049	615.463414	554.057452	497.508728	267.623284	63.835573	296.506785	487.796237	588.274391	600.036525	641.584956	588.393441	607.084282	664.013966	511.177646	247.767738	59.359295	20.404169	176.645316	480.032196
KIMJANG	1	20151024	1135000000	서울특별시 노원구	10480.33786	238.128108	432.147414	575.143127	557.315932	587.460098	648.099572	442.681666	516.286373	388.200677	77.116124	16.395617	393.602858	549.428749	483.54916	735.317774	755.116765	772.025589	705.983935	547.700051	192.182565	88.865866	112.311329	278.266308	387.012198
KIMJANG	1	20151024	1156000000	서울특별시 영등포구	10547.50676	263.854	515.113614	538.308607	566.791124	604.066705	615.810265	437.261403	428.614403	411.378829	13.492679	178.253083	320.344324	492.203447	481.891315	721.962413	676.594877	699.819082	807.526814	617.205178	264.460166	12.594385	82.880471	326.924516	470.155058
KIMJANG	1	20151024	1165000000	서울특별시 서초구	10775.29915	377.3318	489.451436	524.787314	572.233479	602.79347	566.462615	480.070229	457.896467	349.159752	131.089336	142.443912	411.172846	660.826658	593.367253	501.402998	627.793439	584.042902	909.627634	536.852589	380.925561	39.193782	132.539158	283.235453	420.599063
KIMJANG	1	20151024	1117000000	서울특별시 용산구	10800.77903	387.928444	496.105106	526.827042	548.214236	575.007309	561.300599	467.066969	477.760566	346.571992	137.367425	103.297586	252.298975	410.812347	546.520591	706.5996	653.899664	709.612713	716.347907	770.318077	402.452436	128.229618	149.74482	343.824742	382.670266
KIMJANG	1	20151024	1171000000	서울특별시 송파구	10647.44029	319.128052	409.159724	502.792662	578.071775	583.505265	590.423488	482.417073	486.20788	389.700246	150.437131	119.531522	269.047277	498.959734	652.203116	850.778234	610.125156	763.147407	647.970048	573.291146	252.715216	85.951289	90.321247	274.049036	467.506565
KIMJANG	1	20151024	1147000000	서울특별시 양천구	10602.80826	343.870128	384.138958	544.390596	549.851293	594.024979	562.999676	389.721682	409.36799	317.695389	190.879083	77.671302	361.902124	676.944702	453.757765	560.59219	815.750137	764.193833	812.638455	539.908655	238.044966	9.028709	195.455086	307.262101	502.718458
KIMJANG	1	20151024	1120000000	서울특별시 성동구	10471.83605	320.872258	423.485345	543.781487	589.676721	629.665375	616.348053	499.427099	495.501608	296.512198	84.352213	31.541509	297.594459	517.421994	578.652326	775.293779	674.258227	749.099377	603.636063	648.760874	344.076683	15.582735	60.138899	257.917644	418.239127
KIMJANG	1	20151024	1132000000	서울특별시 도봉구	10455.60796	230.881351	426.770725	484.612673	612.008993	628.800594	647.032558	523.009719	493.292755	397.546517	166.519866	97.900465	344.354163	516.780781	531.79088	678.253059	616.923916	752.469659	750.612349	718.507415	215.403766	4.807528	76.952027	157.081698	383.294504
KIMJANG	1	20151024	1123000000	서울특별시 동대문구	10812.6692	391.705331	416.804377	558.177871	582.493685	590.504019	555.650166	405.58991	395.05187	377.108722	190.094125	125.69104	326.839427	530.586721	562.45005	672.814651	632.157756	781.897599	648.961656	756.26453	368.671171	28.392184	189.382096	325.984991	399.395252
KIMJANG	1	20151024	1130500000	서울특별시 강북구	10585.0203	333.498531	456.449393	588.597214	599.50886	642.259128	595.650814	296.554817	441.523821	300.841535	127.658133	183.869345	276.540391	494.851241	569.518072	695.742428	661.020014	647.965009	920.950997	588.26272	211.42125	42.368685	199.402202	270.717599	439.848104
KIMJANG	1	20151024	1162000000	서울특별시 관악구	10383.87234	391.372988	426.410883	512.44838	521.154766	591.053596	556.758929	457.944988	418.093807	284.985199	164.476077	13.686309	307.119829	384.946425	476.080343	771.283453	763.709605	561.020693	990.641909	677.849067	240.618612	4.979923	189.639655	305.937152	371.659749
KIMJANG	1	20151024	1126000000	서울특별시 중랑구	10301.48232	201.041218	378.722059	441.249302	630.882569	622.810221	608.315675	413.776562	485.000533	418.727007	157.51298	45.499868	346.540449	648.473002	515.346167	713.676162	760.950683	745.608763	823.923912	437.699997	113.022155	42.582376	23.360377	305.535749	421.224529
KIMJANG	1	20151024	1159000000	서울특별시 동작구	10450.96754	421.71742	444.324169	535.528272	542.098358	576.92688	558.170343	374.172601	439.025712	316.101515	136.413185	42.065331	353.022928	495.798677	632.60483	744.260976	840.233689	657.507577	789.792381	557.119483	155.14323	25.887377	88.727074	313.84084	410.484692
KIMJANG	1	20151024	1153000000	서울특별시 구로구	10845.21885	410.236477	459.895606	534.142512	547.49654	553.113415	567.992555	434.005903	475.407109	342.015622	152.641373	230.608065	285.102913	457.812526	560.924963	604.260457	724.000333	816.065009	702.61157	674.973568	280.267193	85.982828	151.562636	311.848167	482.251513
KIMJANG	1	20151024	1121500000	서울특별시 광진구	10619.87395	396.562188	444.05016	521.677946	540.071174	607.708092	599.263928	481.045632	479.248111	287.665915	119.117056	70.625817	441.876415	567.284792	562.143048	571.00524	621.210394	741.184408	882.645056	585.594415	158.160864	108.206528	102.813967	295.817459	434.895349
KIMJANG	1	20151024	1174000000	서울특별시 강동구	10281.30869	306.823059	394.425751	541.014547	610.123824	563.495878	617.267015	477.076414	437.241073	210.543362	182.102068	16.406332	223.438356	445.096392	450.267536	723.856133	839.987765	737.967222	887.711292	520.340925	243.509408	68.479318	35.250333	300.600156	448.284534
KIMJANG	1	20151024	2600000000	부산광역시	10151.82053	341.998766	424.035126	492.551193	543.729475	519.909902	552.080243	512.354444	417.314745	358.302648	141.50079	101.615929	121.309825	243.151514	418.398357	787.899982	975.315087	750.997538	817.286734	594.917697	329.363258	35.296909	1.973366	295.473056	375.04395
KIMJANG	1	20151024	4800000000	경상남도	10646.9078	455.60808	491.427316	557.25031	594.51055	582.004696	566.410977	494.103466	520.35032	223.503544	206.069972	198.350309	108.802218	517.635572	457.988309	626.379892	755.761445	784.375663	831.722929	449.805466	230.103856	156.458271	114.398973	273.012317	450.873353
KIMJANG	1	20151024	4400000000	충청남도	10623.38565	452.699446	462.920986	504.848227	524.344867	526.900252	505.463412	410.488274	428.943831	377.930777	291.520911	15.645817	178.054723	443.010279	662.962667	898.105398	667.363607	585.07075	753.205611	630.87839	410.784036	66.611549	86.6169	312.721141	426.293803
KIMJANG	1	20151024	2700000000	대구광역시	10584.32834	399.746654	445.202684	494.954559	517.482767	497.352239	548.552713	488.310985	458.939397	405.341243	210.030169	123.547158	325.202095	515.468049	808.584515	993.55559	489.593078	757.284138	566.618571	491.691049	120.050541	100.569385	167.321482	320.273529	338.655748
KIMJANG	1	20151024	4500000000	전라북도	10296.95813	420.621527	460.618138	505.83996	503.892382	518.902986	492.871938	498.619669	427.461803	345.283492	218.690893	18.343656	180.230177	293.094723	499.205526	766.546296	645.178906	991.847871	817.705856	541.24472	395.081332	18.802841	16.760258	299.159134	420.954041
