EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM	SUM	TIME_0	TIME_1	TIME_2	TIME_3	TIME_4	TIME_5	TIME_6	TIME_7	TIME_8	TIME_9	TIME_10	TIME_11	TIME_12	TIME_13	TIME_14	TIME_15	TIME_16	TIME_17	TIME_18	TIME_19	TIME_20	TIME_21	TIME_22	TIME_23
LAMP	1	20151023	4100000000	경기도	10831.80453	488.782753	541.083618	570.481281	577.270822	583.15509	579.921065	562.243669	462.445164	281.669434	52.423321	341.706019	582.063952	413.308122	595.064715	645.781809	643.614257	606.910665	575.76712	703.599916	255.662367	55.052693	121.475438	241.582456	350.738779
LAMP	1	20151023	1111000000	서울특별시 종로구	10857.15947	494.793847	527.718903	545.559214	565.877957	564.731643	566.271609	550.481439	475.501747	310.558393	80.39162	362.189795	602.560029	352.335897	576.938005	659.560845	669.975303	625.394997	666.889071	629.715722	202.628451	59.606792	125.907243	279.585851	361.985096
LAMP	1	20151023	1114000000	서울특별시 중구	11101.72538	495.143993	526.192947	546.446007	555.345369	553.171528	557.248277	538.71644	464.410596	260.216147	218.573967	502.027558	685.038211	386.431481	571.78491	622.790492	636.949146	611.073424	576.170842	589.65057	150.37209	144.164265	201.598934	309.376195	398.831991
LAMP	1	20151023	1168000000	서울특별시 강남구	10934.84538	474.081477	538.353907	554.452041	555.321763	562.42449	559.405313	543.52668	461.1102	293.303619	66.914382	368.993562	700.477616	417.242406	600.674986	577.329172	638.619699	638.955163	591.182595	654.933193	212.099917	94.626061	190.436255	261.032804	379.348081
LAMP	1	20151023	1129000000	서울특별시 성북구	10770.93193	505.682096	536.583009	565.032718	587.029561	601.50052	592.207605	568.699679	482.863264	313.188804	38.499807	333.707378	618.450574	357.948696	560.394464	583.779337	630.765656	544.304135	617.549831	739.096045	345.023274	15.946768	103.423881	213.536069	315.718761
LAMP	1	20151023	1138000000	서울특별시 은평구	10707.43229	474.357583	542.956327	566.463454	585.838509	607.099021	594.761232	565.034756	471.494876	307.49204	14.538595	357.171159	551.994568	348.306859	480.474694	600.086983	612.127348	612.021125	629.441679	793.694139	337.264989	16.594008	78.417059	207.010494	352.790793
LAMP	1	20151023	1144000000	서울특별시 마포구	10857.39807	462.739205	523.214487	565.023549	584.30925	583.911847	591.345608	578.546916	510.824885	332.309426	64.572763	364.868657	591.674342	397.940711	549.760085	608.809395	610.095108	648.514562	569.688643	718.679448	304.095323	41.416773	132.001125	217.594572	305.461393
LAMP	1	20151023	1135000000	서울특별시 노원구	10801.27482	491.505556	525.150962	559.714789	593.222132	595.911363	599.440979	576.16232	490.797232	292.076239	55.9091	360.50057	581.935964	408.24043	588.214839	601.883097	637.125235	601.27682	579.48084	684.492924	301.57759	23.159104	59.805885	246.305281	347.385565
LAMP	1	20151023	1141000000	서울특별시 서대문구	10639.72046	470.570505	544.894738	589.078839	599.599451	615.089848	610.132426	573.848058	494.04099	318.05253	43.066568	279.1684	492.968016	330.45484	500.045631	616.347232	694.281358	627.028559	658.083528	704.505267	338.175313	35.735519	28.321536	195.588149	280.64316
LAMP	1	20151023	2800000000	인천광역시	10957.33667	473.000468	541.541937	564.240997	576.709901	577.840815	577.390758	551.085467	474.402571	279.146801	89.871604	374.838861	576.782026	561.601236	632.485312	652.893695	586.227466	593.832286	522.428913	651.601222	236.105712	51.6946	185.684833	277.496589	348.432595
LAMP	1	20151023	1171000000	서울특별시 송파구	10914.66103	478.669978	538.426559	559.915509	561.246095	580.479703	578.250973	554.080893	462.144111	280.366217	89.496545	357.177018	702.423954	378.499645	543.325884	559.013484	599.742696	622.901531	633.69923	708.358364	262.692165	80.718564	177.585165	229.857203	375.589545
LAMP	1	20151023	1150000000	서울특별시 강서구	10800.36205	444.4307	472.606653	582.635531	587.636168	599.071504	620.478392	577.523438	485.424036	315.15717	50.773557	337.860657	612.137804	417.729675	476.578184	652.083459	679.486653	621.113688	560.333284	714.156747	277.927315	56.18658	120.912509	234.359356	303.758987
LAMP	1	20151023	1156000000	서울특별시 영등포구	10831.37703	491.840217	547.3518	560.616047	589.087761	602.588027	593.281026	565.242012	456.287943	263.854083	90.63804	367.873395	656.327504	345.011057	600.131467	670.26047	611.798655	564.461184	597.519527	658.89224	252.774975	65.6535	107.232117	240.126343	332.527638
LAMP	1	20151023	1165000000	서울특별시 서초구	10862.32436	480.624275	513.039688	548.198996	550.07147	552.606513	550.201103	545.087808	479.291937	322.234544	27.262808	285.90914	588.284952	400.547786	565.116682	659.640632	659.186917	642.449876	604.071352	735.850341	262.841696	107.82902	127.000278	275.314656	379.661894
LAMP	1	20151023	1123000000	서울특별시 동대문구	10718.58698	493.379917	552.681544	564.942653	586.082768	585.567928	588.854982	579.785881	501.82329	323.268917	46.79795	334.791429	615.466261	375.907329	472.396233	589.486651	599.4191	571.23756	615.806847	787.090097	350.894034	20.020339	47.821689	192.309507	322.754077
LAMP	1	20151023	1120000000	서울특별시 성동구	10780.4014	504.828791	546.897162	587.374118	595.947767	606.662745	601.613541	575.251028	457.969507	223.314814	71.697036	392.963083	614.219888	351.96121	539.315023	548.680214	576.259202	649.814279	642.632078	702.097708	300.560976	27.112395	113.390467	213.941291	335.897075
LAMP	1	20151023	1132000000	서울특별시 도봉구	10747.11562	500.613259	531.0674	566.537925	574.140611	598.831985	587.375882	582.741368	467.052085	344.957799	44.167834	282.715142	518.563324	378.39096	568.206437	634.183176	656.895768	577.388677	620.192844	734.884057	357.969589	15.299756	89.512738	192.131649	323.29535
LAMP	1	20151023	1130500000	서울특별시 강북구	10708.8941	504.916948	560.753077	586.163423	597.698027	607.755914	600.039164	582.939856	488.736086	333.059448	40.541073	352.830804	520.663348	423.073933	525.714803	546.163738	651.568951	607.672623	622.088627	708.305517	336.929078	18.894555	25.442987	189.700794	277.241327
LAMP	1	20151023	1147000000	서울특별시 양천구	10880.1774	467.873316	528.261934	559.984618	557.336618	562.614847	566.924511	533.318014	489.075088	314.244885	61.548969	366.753186	679.368248	396.050018	601.518824	679.617053	653.803496	564.882234	593.672569	638.661912	204.212191	68.540696	142.880186	287.142872	361.891114
LAMP	1	20151023	1117000000	서울특별시 용산구	10804.9282	485.672431	533.602432	562.387234	570.927976	571.740954	564.790434	535.925228	495.276299	305.843358	29.702381	326.653972	577.346188	490.268143	608.069631	563.096729	648.682825	710.308387	621.327436	614.323313	212.685096	46.44959	111.094788	249.426219	369.327157
LAMP	1	20151023	1126000000	서울특별시 중랑구	10799.71107	483.692174	512.28639	583.302748	598.924903	600.234483	613.907736	589.42787	480.526496	262.156607	141.224971	316.079681	575.819925	402.666637	548.483731	622.562651	625.119941	593.896254	626.841987	704.62279	242.536968	65.956774	33.660675	235.583476	340.195202
LAMP	1	20151023	1162000000	서울특별시 관악구	10866.85703	474.874295	540.467028	553.578088	570.264041	570.629017	573.17449	544.229088	484.794154	319.366455	42.137568	346.209346	629.758244	466.932168	534.256198	600.532091	610.592326	607.869044	674.060712	682.904361	238.176458	33.721284	179.384131	246.801745	342.144699
LAMP	1	20151023	1121500000	서울특별시 광진구	10844.46265	471.658213	533.970859	561.449666	563.080782	560.458988	580.96302	555.265433	469.656844	307.896137	32.046516	278.18497	616.066211	452.95458	516.688198	543.506552	597.233322	617.206992	661.107036	776.365918	330.871027	61.147265	135.84839	249.235991	371.599735
LAMP	1	20151023	1174000000	서울특별시 강동구	10798.98893	477.69988	523.186521	541.75661	579.002841	573.488023	584.347972	553.518019	469.767027	307.737438	56.738991	345.25941	698.547122	473.447107	649.454638	607.828369	658.193503	515.030954	492.208093	716.905102	185.881176	51.468098	132.737422	235.206979	369.577635
LAMP	1	20151023	1159000000	서울특별시 동작구	10935.11681	488.783531	533.110737	550.693619	559.32351	565.587477	567.025792	555.175326	457.849332	264.698196	77.443631	340.436434	591.120177	423.535614	489.322899	677.533736	653.739	672.749774	593.850891	671.968081	275.858167	101.449424	138.272377	281.238821	404.350262
LAMP	1	20151023	1153000000	서울특별시 구로구	10988.7702	468.882887	537.367827	554.690988	554.010815	575.15995	570.983262	557.390425	458.202043	255.659217	93.737255	426.862708	649.885124	440.838142	527.879056	633.975448	666.591879	588.988367	610.605122	634.783154	220.238843	101.801913	183.68839	278.39188	398.155502
LAMP	1	20151023	1154500000	서울특별시 금천구	10678.48714	403.891869	546.793373	581.74971	616.197591	634.018967	619.705936	591.740867	435.06021	295.997547	77.132746	350.300627	463.660849	530.421096	540.513944	603.765846	603.664155	588.690132	475.177373	821.537468	259.566689	24.812643	21.456835	198.145227	394.485437
LAMP	1	20151023	2600000000	부산광역시	10553.91762	497.316141	582.515659	588.708665	598.881438	602.678462	602.800291	577.236375	480.706703	278.713185	55.582228	255.103619	491.73736	338.902096	486.92509	611.495881	585.586781	611.495881	660.735354	811.134025	362.415214	16.54091	44.886602	96.516982	315.302682
LAMP	1	20151023	4800000000	경상남도	10527.55929	518.759819	558.592643	619.818594	653.898644	651.407487	645.243801	620.691783	502.246276	65.240909	199.694879	392.669628	506.851919	323.662023	505.72191	473.1571	621.419441	544.578817	643.480302	749.572754	240.76044	53.718239	8.49219	95.211834	332.667853
LAMP	1	20151023	2700000000	대구광역시	10627.85619	501.22929	557.190249	579.652537	599.206413	601.569498	607.775841	570.979238	500.424283	206.986303	64.378908	375.942525	488.279932	311.567945	558.02988	569.819335	652.137777	624.741577	765.020511	654.968285	220.887819	28.1536	84.391551	175.331357	329.191536
LAMP	1	20151023	4200000000	강원도	10671.80827	476.951333	543.177589	583.270633	597.919524	600.241909	596.413801	572.424329	443.161906	307.05993	3.184773	253.681228	423.751275	435.107993	557.760551	599.640045	557.990238	739.799814	605.637413	767.464269	349.690159	45.381149	128.210757	143.982559	339.905091
LAMP	1	20151023	4400000000	충청남도	10515.08091	512.479963	583.792609	583.055967	608.753452	610.991712	602.605322	570.476382	525.512866	279.049333	15.352618	220.535847	459.491295	373.644128	506.69307	613.562877	653.483226	690.173682	640.251996	716.324486	253.571424	56.802917	57.652889	96.872011	283.950838
LAMP	1	20151023	4500000000	전라북도	10692.71644	487.546706	554.606803	578.761575	581.060607	608.708715	603.782216	588.823575	483.844368	257.61358	28.720492	213.419404	638.710594	564.872829	609.629323	574.158533	485.123267	572.96423	471.508216	727.238281	460.013053	73.452104	67.689593	102.354229	358.114151
LAMP	1	20151023	4700000000	경상북도	10795.58877	459.610292	568.305416	609.010436	604.876332	625.006237	622.016962	625.228842	495.322587	327.668786	2.296283	289.10767	463.407837	433.356084	525.578395	624.192666	503.127033	617.419097	515.847351	697.716109	534.291814	144.159637	47.29441	185.678228	275.070268
LAMP	1	20151023	3000000000	대전광역시	10776.51453	522.315093	557.69801	577.716892	582.0675	591.316346	595.028053	558.245639	442.51338	308.770211	27.017631	374.792463	477.077389	403.482138	662.449802	583.986737	556.970374	552.467646	638.475822	766.347191	345.190074	68.87829	63.097761	230.002908	290.607183
LAMP	1	20151023	4600000000	전라남도	10474.21582	509.571866	545.613023	578.108583	609.433752	606.955277	594.494056	579.692053	497.179491	302.619209	34.840645	122.267128	504.984966	351.044134	671.868946	532.833386	421.129898	663.951595	650.38883	781.954541	486.086595	50.597894	104.10025	35.563534	238.936172
LAMP	1	20151023	2900000000	광주광역시	10661.43624	536.674165	567.303258	583.683013	602.297958	606.454015	603.310779	568.874876	492.179906	289.126827	45.243688	317.692444	419.638081	297.64558	464.726063	465.529334	483.655332	644.484266	645.182763	933.662025	391.942675	64.452356	156.863509	140.696214	340.117108
LAMP	1	20151023	4300000000	충청북도	10846.53019	471.617297	589.727142	607.140526	611.696577	612.5074	596.213724	596.059282	537.448381	347.484197	19.934334	351.908329	470.635944	478.165012	531.447649	505.771596	549.092697	568.745495	596.892627	729.018123	432.411444	189.241844	49.873642	132.963667	270.533258
LAMP	1	20151023	3100000000	울산광역시	10611.69107	572.314411	576.426685	609.202118	654.191618	649.772458	621.477562	582.25752	415.250115	273.407368	46.004781	224.852875	740.114606	361.539936	497.183584	402.785425	476.929102	534.991949	655.782311	753.801725	340.48755	226.264551	91.11192	48.337115	257.203783
LAMP	1	20151023	5000000000	제주특별자치도	10522.33637	474.207172	514.500374	581.750967	569.939248	598.23022	602.135707	561.175715	464.205313	318.178176	168.912342	6.167813	374.426724	481.970519	657.431698	422.911925	624.187424	563.033203	680.197833	921.004488	267.263953	216.77838	45.794224	127.571326	280.361625
LAMP	1	20151023	3600000000	세종특별자치시	10310.08627	534.176507	499.246897	541.483211	563.93796	546.651368	561.799413	530.434049	294.302756	20.212245	1.88608	394.131344	772.119624	159.42575	629.906212	448.12967	598.184423	576.442523	864.790018	705.111801	4.915689	187.553591	183.098283	304.817282	387.329575
LAMP	1	20151023	4900000000	제주도	9127.66314	324.299966	324.299966	324.299966	324.299966	324.299966	324.299966	324.299966	324.299966	324.299966	324.299966	0.284723	232.049581	232.049581	410.286437	300.3832	232.049581	256.535794	113.035195	1230.289863	113.035195	820.28815	1349.873696	270.202518	324.299966
LAMP	1	20151024	4100000000	경기도	10610.00676	341.356313	456.139514	513.4529	600.351497	623.809157	622.787899	561.036396	494.355142	397.098704	202.136653	11.027041	242.535398	456.695768	590.880647	586.422417	645.188359	701.125169	742.590053	735.778683	378.458874	177.838559	36.462412	182.987497	309.491706
LAMP	1	20151024	1111000000	서울특별시 종로구	10860.93691	357.7208	473.653878	566.373852	618.433367	656.736314	621.479591	589.242601	517.431198	357.650163	64.709436	264.653527	438.252937	571.112422	568.251621	630.120858	592.303541	570.088185	704.263285	572.233785	324.995237	194.193057	21.488383	233.037555	352.511316
LAMP	1	20151024	1129000000	서울특별시 성북구	10590.38164	286.211194	491.506332	542.851762	601.062217	639.160007	649.265817	582.607054	593.133424	380.367161	175.072024	65.785174	250.843952	458.204781	619.081359	636.435644	550.455859	624.845505	803.65773	657.723403	318.702548	210.358865	99.096001	81.571636	272.382191
LAMP	1	20151024	1114000000	서울특별시 중구	10799.9819	344.563241	496.415637	554.756816	629.781219	644.084702	651.687342	618.596445	493.860549	252.429768	126.725275	365.337944	593.579961	653.912607	687.892774	615.285686	540.436633	522.864139	581.443293	430.217144	166.830139	115.465352	61.299153	219.088372	433.427704
LAMP	1	20151024	1138000000	서울특별시 은평구	10561.07435	353.695735	455.552443	531.681046	612.514738	657.610606	629.810176	613.922354	532.749792	392.731031	53.039236	11.411362	340.871869	490.274741	507.166141	614.288378	635.467796	641.280732	700.100863	703.724172	405.89594	186.320769	43.734412	124.749486	322.480531
LAMP	1	20151024	1141000000	서울특별시 서대문구	10644.01446	291.571641	447.617775	537.32733	585.985238	650.534554	647.722038	562.653826	493.795682	430.230054	163.678374	96.209168	245.036974	444.836432	672.414679	500.934345	587.692837	638.165719	766.155969	734.788798	387.948798	240.07697	7.746541	135.082154	375.808566
LAMP	1	20151024	1144000000	서울특별시 마포구	10433.30536	226.702897	433.324766	491.237939	590.468996	659.835025	623.902903	556.499757	533.204711	347.866338	193.333879	64.387849	267.019062	395.98537	585.476621	688.098113	777.41742	686.654339	744.064624	653.366432	240.090249	114.092599	22.968575	160.48397	376.822924
LAMP	1	20151024	2800000000	인천광역시	10495.17657	328.381909	437.721966	528.514698	632.300789	637.577057	614.791179	527.710835	483.381415	398.756508	168.471528	18.689827	170.101178	400.371543	467.311452	625.760263	696.471023	659.639457	834.560163	747.713669	334.469348	233.811018	77.379173	116.161935	355.128641
LAMP	1	20151024	1135000000	서울특별시 노원구	10567.93084	190.730785	437.062311	522.164608	640.946052	651.885315	680.947577	585.164425	578.514732	416.56196	118.014835	77.909947	356.387401	550.520555	561.442591	617.499853	551.34746	601.35798	744.705391	672.644074	345.275866	204.874304	14.513904	126.008249	321.450669
LAMP	1	20151024	1168000000	서울특별시 강남구	10599.02324	334.219583	448.557939	549.639881	583.91291	594.3785	605.783858	563.636718	516.705308	385.308751	153.228942	64.426863	245.146965	433.128906	597.331885	576.45766	753.561081	773.267717	755.540288	594.754644	313.47944	156.296238	36.119933	245.29766	318.841572
LAMP	1	20151024	1150000000	서울특별시 강서구	10486.08705	211.15311	324.75629	506.659769	636.523956	620.914203	685.022053	600.358988	581.818591	455.210676	234.313342	0.879363	286.629079	479.074738	503.435721	678.948767	663.318663	674.735966	603.789945	736.360908	434.40276	182.346977	7.147686	172.830862	205.454634
LAMP	1	20151024	1123000000	서울특별시 동대문구	10609.71125	327.818787	396.882899	565.237459	600.910675	653.404002	629.084843	583.649441	516.579961	434.493208	191.934524	47.382884	219.822603	499.857342	526.267029	630.352265	578.280878	715.124099	729.796147	683.881267	463.973157	210.117954	61.305347	118.881149	224.673329
LAMP	1	20151024	1120000000	서울특별시 성동구	10674.46274	318.880144	453.629456	536.822134	619.584098	668.319545	667.716543	596.71311	561.480591	333.567539	73.630797	171.489335	368.778522	482.207422	513.32661	588.744875	570.590221	666.747434	665.993682	759.265101	327.472916	204.072955	18.542298	169.615723	337.271691
LAMP	1	20151024	1171000000	서울특별시 송파구	10642.53288	309.550258	432.415873	502.621761	612.487072	624.828864	627.335458	577.182326	535.972213	389.676313	205.399133	79.439219	255.6868	438.710682	524.869557	700.182476	591.421765	681.552955	767.605619	730.091671	323.853425	153.702392	74.14988	169.223451	334.573718
LAMP	1	20151024	1130500000	서울특별시 강북구	10552.07887	280.298532	413.904378	590.990743	625.046689	682.254304	652.364293	525.041495	557.890914	366.394513	80.037733	134.746925	229.926009	503.76222	596.277838	629.058962	615.081455	637.48189	715.132178	678.321707	364.510736	171.739513	28.862756	105.693516	367.25957
LAMP	1	20151024	1156000000	서울특별시 영등포구	10344.45909	252.244249	507.445149	499.790679	561.182194	607.131262	663.961247	518.437323	518.926853	423.15698	54.741138	58.028777	147.568268	388.928819	533.607191	721.275199	666.981869	647.467423	804.984832	700.247659	421.57157	73.0707	8.49724	219.735006	345.477467
LAMP	1	20151024	1117000000	서울특별시 용산구	10781.80879	373.204274	464.856719	542.874916	570.778039	631.006204	587.626367	565.967156	487.887543	372.876724	189.489946	185.165269	361.796338	423.907913	536.421167	648.668287	663.960755	722.018904	755.06046	661.074225	301.220152	131.610926	38.694344	232.132797	333.509368
LAMP	1	20151024	1126000000	서울특별시 중랑구	10520.28721	205.468719	425.678239	514.339646	628.367264	679.43662	643.649564	547.262774	572.628986	421.947914	157.094824	0.758098	260.797865	525.626888	593.71134	598.18773	551.931698	678.810888	770.913821	702.32397	309.075493	156.541292	111.464524	150.524639	313.744417
LAMP	1	20151024	1132000000	서울특별시 도봉구	10552.01741	236.21645	449.12432	546.304441	590.039039	632.49775	672.428312	613.879239	537.089695	439.720554	234.302618	81.59775	339.279831	497.678939	520.83394	638.168362	396.883803	723.203921	743.28734	731.851605	402.129119	178.163555	22.930539	70.232898	254.173389
LAMP	1	20151024	1165000000	서울특별시 서초구	10571.01546	296.098453	461.809194	500.570348	578.773473	616.740341	596.996662	532.659501	529.187336	364.475126	220.005859	70.861653	319.495847	443.835638	586.171679	517.52268	632.467203	722.947719	814.199827	767.700058	287.406695	122.898729	15.329719	165.540538	407.321179
LAMP	1	20151024	1147000000	서울특별시 양천구	10501.93313	209.966558	413.342015	550.563654	586.122258	648.325121	607.704355	547.007794	492.632763	433.664745	191.742773	17.308068	235.874128	446.534161	542.122602	621.388655	677.072441	719.668685	760.956175	747.473537	255.974617	200.488379	43.413186	170.728626	381.857835
LAMP	1	20151024	1162000000	서울특별시 관악구	10461.52885	353.614874	406.767243	471.008205	544.958195	645.015837	613.728302	561.643145	502.139563	326.283832	172.423082	56.25314	273.463341	415.792994	595.917573	727.627165	701.701719	654.458062	820.240352	680.331448	295.198026	66.033749	46.856468	169.481742	360.590797
LAMP	1	20151024	1121500000	서울특별시 광진구	10652.14963	337.932704	442.756224	543.387864	601.384375	651.819584	652.509387	592.894492	519.377414	322.518261	68.909547	139.331355	369.831669	468.3939	636.971133	542.388534	709.639222	613.75661	727.414914	660.053001	273.869464	97.200313	87.224701	212.839589	379.745376
LAMP	1	20151024	1159000000	서울특별시 동작구	10464.26719	312.861404	351.789	525.341199	582.867535	627.201742	582.570172	498.443311	491.333618	378.957218	213.677134	47.667157	221.284685	474.422191	556.251242	696.201356	642.027118	713.015915	884.243271	679.846359	197.144169	165.110002	2.587288	247.73878	371.685327
LAMP	1	20151024	1153000000	서울특별시 구로구	10708.86861	401.374533	450.656103	527.019095	600.624305	613.530726	604.237	556.003387	468.664421	315.304147	125.596301	147.727504	374.665411	413.384675	433.130396	566.000348	737.948075	717.430175	707.419425	802.204403	290.856406	163.667486	72.15048	241.891981	377.381826
