EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
KIMJANG	1	20151030	1159000000	서울특별시	동작구	2492.972256	1496.062561	996.909695	111.869081	110.569303	108.987799	99.236261	55.133438	43.963455	190.678334	204.911866	156.051726	165.092549	119.440236	44.360431	9.487528	40.16998	36.110574	111.869081	111.869081	102.713008	71.422285	27.364282	66.687165	124.600933	97.113503	25.632098	7.953832	8.328612	16.441022	55.556026	89.388679	79.970088
KIMJANG	1	20151030	1120000000	서울특별시	성동구	2550.996793	1503.487599	1047.509194	119.247714	116.286367	102.715252	92.167611	63.410101	20.260031	170.204971	174.250074	200.446605	139.21092	105.386677	63.713829	12.577096	65.066799	58.543552	119.247714	116.030959	106.787967	55.064487	30.842187	48.444599	140.301579	109.507713	65.177245	22.910748	15.683404	10.340554	60.483269	84.926462	61.760307
KIMJANG	1	20151030	1130500000	서울특별시	강북구	2561.562274	1486.423795	1075.138479	129.73185	129.73185	119.52064	87.959418	36.362269	59.341745	135.434978	177.137842	206.279602	113.203758	103.348123	78.310944	7.784792	36.779684	65.4963	129.73185	129.608172	125.171204	68.796971	26.566927	122.309591	95.83465	39.962861	53.80713	35.595462	33.647525	26.800371	13.265299	81.528132	92.512334
KIMJANG	1	20151030	1174000000	서울특별시	강동구	2478.304908	1578.694125	899.610783	110.726138	108.872027	109.152729	89.762124	50.58941	65.251908	168.195704	132.147646	233.968633	164.177232	149.794943	74.74407	5.44759	41.702973	74.160998	110.726138	110.726138	101.869248	61.196994	3.150266	90.736702	84.930602	49.214955	17.392203	11.14338	16.624458	5.566273	62.836885	93.869239	79.627302
KIMJANG	1	20151030	1121500000	서울특별시	광진구	2588.011481	1559.033243	1028.978238	118.444994	118.444994	105.72901	93.292937	37.382594	89.473343	181.940142	149.382424	188.562051	148.702638	105.196378	75.717688	2.692749	72.98735	71.083951	118.444994	115.821822	108.959989	62.454676	9.002757	111.930251	84.370955	52.924886	64.617193	29.492286	4.417005	14.869704	76.866125	96.507922	78.297673
KIMJANG	1	20151030	1126000000	서울특별시	중랑구	2482.775622	1478.499952	1004.27567	120.35959	119.838509	116.554869	67.374716	23.868559	53.201855	191.040278	160.288207	136.64931	188.881512	84.226872	83.275692	8.69489	53.611551	70.633542	120.35959	118.986582	117.952691	63.818129	13.136488	110.562158	122.877875	88.552674	7.334565	1.834261	1.437247	0.552236	75.099953	67.275462	94.495759
KIMJANG	1	20151030	1153000000	서울특별시	구로구	2419.319249	1509.357536	909.961713	105.029461	105.029461	98.528076	88.949756	69.047409	48.462587	190.761828	214.356497	228.676919	139.612291	30.811834	50.330468	2.100521	63.950556	73.709872	105.029461	104.008642	97.738933	65.463684	1.991924	67.908822	113.816708	69.523309	55.398363	1.152101	16.442663	6.777464	47.899809	77.402196	79.407634
KIMJANG	1	20151030	2600000000	부산광역시		2472.579491	1366.782201	1105.79729	94.049125	94.040161	90.293005	75.268524	9.920998	165.454851	264.261431	122.649425	174.473125	24.255213	37.235791	33.296795	49.432872	63.103715	69.04717	94.049125	90.795016	93.565043	66.564007	59.638044	155.029154	142.021682	81.350032	31.333572	46.528378	21.436778	45.336101	40.575958	69.298176	68.276224
KIMJANG	1	20151030	2700000000	대구광역시		2424.193885	1340.718023	1083.475862	100.180285	100.180285	92.341479	64.931877	33.498878	213.04423	243.626057	152.195174	65.286676	76.205949	27.587002	1.579996	36.001703	67.619093	66.439339	100.180285	100.180285	95.107346	55.218574	86.260069	187.142089	104.821522	20.8493	10.335513	25.554331	20.795993	53.31786	68.418703	88.028825	67.265167
KIMJANG	1	20151030	4700000000	경상북도		2391.646769	1333.682623	1057.964146	91.621586	89.606746	90.823764	64.428006	35.678446	253.200044	191.29442	200.151603	73.973931	32.23023	8.579523	36.517738	46.091609	52.244308	67.240669	91.621586	91.621586	91.270003	47.714299	102.749634	150.105137	147.860417	9.094276	16.693874	32.136475	26.876254	28.458377	63.562571	82.07476	76.124897
KIMJANG	1	20151030	4400000000	충청남도		2471.520757	1294.658598	1176.862159	111.121241	104.60543	100.44676	72.060047	4.260813	211.133613	164.765282	129.374493	92.215847	39.146501	88.595952	16.751416	17.18917	69.147294	73.844739	111.121241	111.121241	63.82689	51.367716	178.68925	196.367809	100.06176	31.149058	5.352955	12.727439	47.680474	54.634039	53.842714	93.493194	65.426379
KIMJANG	1	20151030	1154500000	서울특별시	금천구	2575.079374	1516.749484	1058.32989	119.613199	119.613199	116.78657	87.207269	54.035414	18.289807	159.001205	164.380918	235.630195	86.110658	104.401681	91.618025	27.955054	54.436613	77.669677	119.613199	118.464311	101.413357	35.087884	25.748459	121.014964	98.602534	64.081192	41.304035	23.671951	49.400958	31.422385	58.612729	81.626957	88.264975
KIMJANG	1	20151030	4800000000	경상남도		2322.050653	1256.007825	1066.042828	89.868049	89.868049	80.737251	62.447903	13.346043	227.350849	257.116138	120.33457	108.35907	10.362577	0.419536	21.123411	49.001485	59.603201	66.069693	89.868049	88.522019	88.563649	42.895784	142.953415	192.312453	88.890211	44.533222	33.820493	7.094177	17.085323	35.194276	59.186903	60.42192	74.700934
KIMJANG	1	20151030	4200000000	강원도		2416.716037	1393.16792	1023.548117	101.288178	99.883013	92.243437	85.249914	15.734619	193.764195	245.432278	176.514581	109.050504	39.002216	31.621061	43.976823	32.515844	68.517144	58.374113	101.288178	98.267881	75.155337	59.32704	85.146546	206.862917	46.561035	30.425863	24.149459	39.525518	23.874886	33.904858	67.063524	65.270728	66.724347
KIMJANG	1	20151030	3000000000	대전광역시		2493.908805	1428.213103	1065.695702	100.556393	100.556393	80.880882	79.754729	5.559444	98.788869	240.668125	195.605895	135.404946	142.000988	45.891828	28.452537	22.996591	67.640535	83.454948	100.556393	100.202459	87.316045	69.297589	101.572076	134.76143	106.253657	11.994607	9.70798	28.402128	9.24143	63.538118	69.619347	91.788484	81.443959
KIMJANG	1	20151030	4500000000	전라북도		2451.344261	1509.389373	941.954888	102.437583	102.294785	97.921611	87.390295	9.926213	260.285957	217.268205	147.404519	106.707228	97.603887	63.975072	3.607422	67.934133	76.823278	67.809185	102.437583	100.741862	96.118793	18.386965	90.696058	111.044704	38.699911	60.06599	24.077446	34.465965	23.434857	24.648636	73.592485	85.516077	58.027556
KIMJANG	1	20151030	2900000000	광주광역시		2557.90536	1393.207889	1164.697471	99.526221	99.013241	86.524851	76.265267	18.352863	195.4722	158.060096	140.583425	160.271213	96.484903	78.512942	2.645086	61.990294	50.209461	69.295826	99.526221	99.526221	95.917677	57.161214	116.367269	176.562726	133.631673	2.008284	19.519154	9.011924	47.379231	70.587118	79.502343	81.695771	76.300645
KIMJANG	1	20151030	4600000000	전라남도		2422.296782	1299.374045	1122.922737	100.558574	98.731941	98.500988	69.65279	41.351882	175.346931	256.747557	116.516764	66.315862	85.757951	16.827415	2.361325	54.052928	72.550207	44.10093	100.558574	100.558574	77.589194	28.060156	180.112973	175.787842	89.663165	23.547464	4.838826	69.862748	62.89215	38.684019	65.999525	86.26045	18.507077
KIMJANG	1	20151030	4300000000	충청북도		2473.690156	1382.783341	1090.906815	92.328837	91.160202	74.859767	66.236051	30.579267	229.287419	188.344917	148.067326	140.330162	69.244949	49.962481	31.600144	47.074476	64.64429	59.063053	92.328837	92.328837	78.204479	34.461283	71.01805	231.120966	74.141124	4.748417	69.580763	47.981175	34.300092	68.351682	54.590004	86.344623	51.406483
KIMJANG	1	20151030	3100000000	울산광역시		2362.409384	1213.685685	1148.723699	90.840196	90.840196	77.938318	60.36355	10.435141	82.850241	279.581845	188.945414	1.265697	77.648344	56.194196	1.291168	54.250587	54.368144	86.872648	90.840196	90.840196	74.676112	40.996037	86.670842	181.980164	181.127876	34.504933	13.076255	40.702145	47.726174	74.73489	61.068892	70.943678	58.835309
KIMJANG	1	20151030	5000000000	제주특별자치도		2437.358473	1399.32503	1038.033443	102.282464	102.282464	97.447508	64.380859	40.984121	135.90856	253.336847	212.545383	32.651696	69.830835	67.329997	18.587718	61.713297	48.431064	91.612217	102.282464	102.282464	97.058489	56.378174	121.459268	143.133206	130.239992	16.924196	35.319257	28.924519	22.58906	2.415625	33.426029	83.609532	61.991168
KIMJANG	1	20151030	3600000000	세종특별자치시		2366.831791	1278.231818	1088.599973	79.155724	46.83323	79.155724	78.271522	44.671848	6.71011	84.323393	107.803867	179.71896	324.040367	62.316589	21.643298	38.482434	79.155724	45.949028	79.155724	79.155724	79.155724	79.155724	68.152321	42.569412	77.839245	176.96811	84.028659	15.453885	26.987808	62.945355	79.155724	58.720834	79.155724
KIMJANG	1	20151030	4900000000	제주도		1602.130277	1157.245834	444.884443	30.478397	30.478397	30.478397	30.478397	82.876654	30.478397	30.478397	334.169785	30.478397	384.018696	30.478397	20.918332	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397	18.186885	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397	30.478397
KIMJANG	1	20151031	4100000000	경기도		2669.784256	1364.683207	1305.101049	147.994192	136.986198	115.843775	68.255906	16.910008	116.17891	108.008663	80.167121	116.271358	140.946897	97.428073	54.618015	15.332857	74.377562	75.363672	147.994192	138.354158	101.267829	36.041177	126.633556	155.818943	73.636818	56.543343	109.108658	54.001696	28.62007	5.854942	75.75624	100.869902	94.599525
KIMJANG	1	20151031	1111000000	서울특별시	종로구	2513.825662	1257.270881	1256.554781	181.824381	170.81748	113.221075	67.020486	38.117338	46.104287	59.920016	63.21653	96.039691	126.220701	110.046791	120.566006	7.646186	44.296759	12.213154	181.824381	173.632481	111.535778	27.635163	31.800871	50.84534	59.160706	47.067313	151.580403	128.850505	94.527244	58.753273	25.844921	72.7863	40.710102
KIMJANG	1	20151031	1141000000	서울특별시	서대문구	2693.777633	1285.138266	1408.639367	162.841332	158.522547	136.420055	93.692338	31.768229	63.898912	99.337165	59.257226	86.267795	106.013119	85.662358	98.860889	26.991464	36.175811	39.429026	162.841332	154.857634	96.291681	67.190337	34.644189	129.794689	69.541586	88.899429	122.004732	106.852658	97.593506	71.269099	25.390957	94.015238	87.4523
KIMJANG	1	20151031	2800000000	인천광역시		2554.627053	1349.543703	1205.08335	131.850555	119.379394	110.981662	61.882658	44.765898	173.135003	214.661523	90.993035	52.648674	97.495996	15.604905	38.546822	33.777984	86.772163	77.047431	131.791137	118.758807	82.850581	38.940741	122.332684	178.39679	106.586937	40.679265	51.130217	25.560707	24.77507	22.059452	79.278904	105.132299	76.809759
KIMJANG	1	20151031	1138000000	서울특별시	은평구	2666.354833	1433.698458	1232.656375	156.141514	145.984156	119.518245	120.977182	0.366969	50.16799	170.289789	65.00972	108.864586	137.806747	101.877459	100.110962	47.131823	67.619509	41.831807	156.141514	150.195359	108.248941	70.568928	45.625569	80.166895	68.629462	81.720466	109.676859	62.36786	52.896597	50.467664	27.6604	92.40567	75.884191
KIMJANG	1	20151031	1129000000	서울특별시	성북구	2638.158038	1387.211065	1250.946973	152.153591	139.635186	104.987631	100.060087	25.625671	65.244752	163.657165	108.623425	153.899814	115.758183	42.219683	59.828525	17.264321	67.530154	70.722877	152.153591	137.175487	103.822939	40.277987	56.945301	114.129242	72.583127	109.959156	123.251308	72.094444	43.620572	5.044013	21.455584	104.287187	94.147035
KIMJANG	1	20151031	1144000000	서울특별시	마포구	2674.586107	1384.809425	1289.776682	145.143874	133.17202	125.153621	100.498118	59.951607	92.286477	135.577253	116.367401	158.491863	103.615146	73.977086	68.411374	3.115026	39.755534	29.293025	145.143874	136.267893	104.417271	80.139104	5.143495	64.732345	88.787539	119.711973	133.896391	82.287063	30.086003	65.950113	51.624479	105.737948	75.851191
KIMJANG	1	20151031	1168000000	서울특별시	강남구	2651.394038	1371.547096	1279.846942	150.749367	149.442358	144.603431	96.992382	35.981994	58.681384	139.835675	123.92209	148.964783	73.826726	74.175927	57.783438	28.310881	50.79809	37.47857	150.749367	149.292701	117.764847	76.160053	73.647137	72.37006	146.560287	92.573827	109.594876	38.786909	56.875516	29.787503	23.460647	68.756994	73.466218
KIMJANG	1	20151031	1150000000	서울특별시	강서구	2629.157868	1259.291307	1369.866561	154.661773	145.558197	112.722306	97.035797	12.28589	71.003395	148.693247	37.7624	108.644264	131.082498	78.542821	48.936505	7.672211	39.01597	65.674033	154.661773	143.802748	125.753136	58.123353	75.920901	64.881831	165.302492	124.432049	84.664385	56.442173	43.231297	55.080575	32.478049	109.627765	75.464034
KIMJANG	1	20151031	1135000000	서울특별시	노원구	2647.755605	1532.975273	1114.780332	147.306534	147.226991	123.954967	64.252225	24.41555	59.812209	119.742216	135.696278	144.957362	160.911426	110.71976	98.87921	53.698756	61.786391	79.615398	147.306534	141.636251	109.864483	49.332222	27.642725	118.469526	66.85745	22.347431	69.414191	72.595913	23.688299	14.0295	73.331496	95.467191	82.79712
KIMJANG	1	20151031	1165000000	서울특별시	서초구	2683.967518	1411.891441	1272.076077	152.192941	148.068095	121.367199	120.924786	47.952745	87.750786	116.989049	115.466631	111.823232	118.888821	112.200585	42.338444	22.429881	48.304073	45.194173	152.192941	137.567304	132.154257	57.048226	28.909923	97.679045	96.078552	86.501623	91.159966	136.871589	36.548044	40.347588	22.735232	80.19681	76.084977
KIMJANG	1	20151031	1114000000	서울특별시	중구	2606.564353	1452.484211	1154.080142	136.820302	128.324997	126.654175	108.286901	63.598301	9.600165	89.623116	66.031583	193.296432	95.494525	147.372365	164.162948	32.438652	61.256798	29.522951	136.820302	134.419966	103.039109	68.022449	18.921469	36.992229	29.885353	135.429519	97.847795	75.432897	85.799052	43.875545	46.03114	69.057888	72.505429
KIMJANG	1	20151031	1171000000	서울특별시	송파구	2612.661518	1390.270391	1222.391127	136.470848	136.312439	120.92241	99.037619	16.003762	159.98522	164.579077	50.865894	117.458538	123.97767	57.48251	63.197413	53.193286	26.778813	64.004892	136.470848	126.015864	104.289481	63.736816	6.075994	73.603656	153.587939	110.6104	108.477974	48.160759	38.147694	5.146663	48.480825	109.090488	90.495726
KIMJANG	1	20151031	1123000000	서울특별시	동대문구	2596.693207	1316.215258	1280.477949	151.825395	136.514807	134.188412	59.205788	5.262499	89.320004	171.805253	61.563202	120.857198	67.568209	93.187636	118.530803	11.979966	54.829257	39.576829	151.825395	151.098397	84.069136	71.913721	142.100093	59.382207	135.920607	54.787575	99.919642	41.032764	28.77557	13.595841	40.376527	109.470463	96.210011
KIMJANG	1	20151031	1147000000	서울특별시	양천구	2620.172085	1384.079048	1236.093037	148.862428	148.747676	125.553441	110.076273	7.831341	136.052287	133.857656	11.818971	50.576438	139.925164	134.431415	69.324036	54.664476	33.794923	78.562523	148.862428	148.862428	117.463429	59.685829	102.100058	139.710004	44.279425	61.606967	88.688425	32.058344	47.5642	55.596835	25.87704	91.529491	72.208134
KIMJANG	1	20151031	1117000000	서울특별시	용산구	2603.654704	1321.978564	1281.67614	149.748776	139.373745	126.109275	105.074761	60.355832	92.140655	128.176298	145.063793	101.827012	64.863156	47.376813	71.959498	0.831399	58.574261	30.50329	149.748776	148.16183	119.896234	63.634522	3.032165	86.391721	167.894851	79.385207	135.512177	75.732237	43.828642	57.811729	13.256485	96.077079	41.312485
KIMJANG	1	20151031	1156000000	서울특별시	영등포구	2660.389611	1331.911117	1328.478494	138.123039	133.065792	115.768341	92.705074	57.484963	95.177198	151.973966	119.435308	103.624466	109.45975	66.487047	32.65629	12.539378	47.787276	55.623229	138.123039	124.813033	120.589398	71.239563	37.463453	76.184735	169.201951	147.833694	112.043948	24.347957	47.286183	37.01886	34.185506	103.22248	84.924694
KIMJANG	1	20151031	1162000000	서울특별시	관악구	2566.512666	1359.135033	1207.377633	129.076541	125.329866	111.084415	82.297015	46.609263	120.185151	227.086677	174.673663	77.610527	66.77482	19.065364	56.707316	23.09506	65.504364	34.034991	129.076541	125.006412	92.768836	76.865684	39.156345	135.427918	130.845655	64.497164	76.801892	7.91968	45.359473	57.205974	27.714162	102.216386	96.515511
KIMJANG	1	20151031	1132000000	서울특별시	도봉구	2742.217525	1400.470595	1341.74693	140.05364	137.401461	114.873008	75.391706	36.603587	149.003739	136.134644	62.80792	77.319558	74.787934	107.563441	85.848726	74.004335	36.302203	92.374693	140.05364	133.151946	119.845844	63.908976	80.258052	149.169501	110.743043	59.462558	48.175728	77.485319	78.344264	12.749045	55.153771	112.914012	100.331231
KIMJANG	1	20151031	1159000000	서울특별시	동작구	2537.014679	1326.842994	1210.171685	139.831594	130.937994	130.445615	99.84117	12.474633	73.276285	182.353667	146.994687	68.70639	122.929652	107.265838	28.915995	14.713932	30.584956	37.570586	139.831594	135.169378	93.609495	85.823749	16.975799	94.710168	145.871446	147.317809	86.062757	27.561953	4.850961	11.428327	60.02	72.406415	88.531834
KIMJANG	1	20151031	1130500000	서울특별시	강북구	2533.864204	1341.589127	1192.275077	159.816092	156.910248	141.079636	45.275908	8.384163	52.48882	141.749941	39.243161	124.190084	73.542821	156.938771	113.992887	21.611995	67.898708	38.465892	159.816092	147.372661	136.391065	3.274868	76.573456	77.839192	85.843635	39.724497	125.455819	67.927232	30.739555	30.686073	16.538355	84.371102	109.721475
KIMJANG	1	20151031	1120000000	서울특별시	성동구	2578.446037	1391.266812	1187.179225	152.635564	126.315455	106.502784	72.838324	42.589842	106.329708	180.917582	84.791968	188.945129	76.234945	47.779849	84.53577	15.140183	54.306645	51.403064	152.703883	146.367245	122.40416	61.258159	21.476822	75.637149	139.259734	87.917588	93.024474	31.263598	14.832745	41.135774	32.922624	105.238873	61.736397
KIMJANG	1	20151031	1153000000	서울특별시	구로구	2619.50289	1335.926619	1283.576271	146.130084	130.910975	17.185365	105.358127	52.145729	60.417564	188.381577	131.500609	140.454093	103.459673	42.601398	74.310903	2.18419	58.502158	82.384174	146.130084	145.222022	101.162883	77.680415	69.552661	102.733224	63.92268	106.837661	99.300752	36.953255	23.641076	65.684319	11.791481	117.52615	115.437608
KIMJANG	1	20151031	1126000000	서울특별시	중랑구	2560.180308	1451.715474	1108.464834	148.271161	139.762224	133.681764	66.370326	17.217466	195.237774	175.327974	91.666029	92.611467	102.529291	89.589775	68.771614	27.22798	42.752928	60.697701	148.271161	144.545025	97.458533	55.043614	44.801994	84.028378	125.052948	76.279499	41.205623	35.866683	12.675659	5.751102	42.752928	79.272766	115.458921
KIMJANG	1	20151031	1174000000	서울특별시	강동구	2711.937038	1432.194628	1279.74241	140.112877	129.492583	127.026515	93.347583	27.609764	175.183847	153.025234	36.346006	85.973379	108.221994	66.028827	108.582004	67.666872	38.698071	74.879072	140.112877	135.720755	103.247857	63.052745	40.414119	83.327305	125.826482	50.692403	99.347749	21.921606	86.801403	68.530895	65.104801	98.279719	97.361694
KIMJANG	1	20151031	1121500000	서울특별시	광진구	2594.76563	1372.032373	1222.733257	130.226386	129.471152	105.991769	109.2141	10.026709	136.925031	221.091659	43.460636	71.404292	117.037204	53.597554	96.595539	13.316173	79.373968	54.300201	130.226386	124.050251	104.548433	93.438102	8.568828	99.431863	139.392129	9.693288	122.390974	62.962455	65.664514	49.166849	49.852713	87.966852	75.37962
KIMJANG	1	20151031	2600000000	부산광역시		2464.905029	1197.786494	1267.118535	109.214332	109.214332	87.303692	71.735986	68.793328	238.198926	166.775742	50.430676	34.7616	34.185233	0.978955	30.405539	31.259953	80.786978	83.741222	109.214332	109.214332	96.586389	71.200168	155.538031	186.325883	129.644954	98.987435	20.326355	13.821226	66.751424	22.423288	19.92087	87.318173	79.845675
KIMJANG	1	20151031	2700000000	대구광역시		2160.251524	1195.593501	964.658023	99.274215	95.852578	88.892467	39.754418	158.567016	362.73027	83.741651	38.125385	14.908324	21.928523	0.69768	21.851744	33.027979	68.462789	67.778462	99.274215	98.306142	83.684902	21.327649	110.096603	159.000981	56.034735	34.670366	17.462034	22.936654	25.283396	40.288527	60.517914	72.552063	63.221842
KIMJANG	1	20151031	4400000000	충청남도		2397.326461	1128.220417	1269.106044	124.030118	118.248867	113.848214	8.836541	120.551301	209.793964	63.946816	14.417893	68.131751	5.255617	1.021786	38.686203	46.17738	93.1824	102.091566	124.030118	102.005278	49.952451	0.784495	222.391914	126.807132	65.99614	46.236343	177.630365	42.267126	26.223437	41.906158	49.650445	89.06218	104.162462
KIMJANG	1	20151031	4200000000	강원도		2300.870963	1188.27059	1112.600373	127.648172	121.413366	72.922958	28.755957	22.64706	264.78053	187.550853	0.517292	62.69545	22.055437	63.810432	2.292163	6.468422	99.56879	105.143708	127.648172	125.327185	75.312209	36.095128	166.684732	152.235455	59.396008	9.130729	26.356087	68.56618	1.962978	38.472242	73.878659	84.48238	67.052229
KIMJANG	1	20151031	4800000000	경상남도		2337.055365	1234.394764	1102.660601	101.785833	101.767092	89.903708	55.70043	137.112354	270.402064	152.461661	67.468856	21.271003	3.524031	31.692539	23.033956	27.75682	82.613256	67.901161	101.785833	98.037529	87.186187	44.230618	182.391873	201.901797	39.787628	60.065955	37.127581	35.664492	11.451695	33.041929	21.946948	81.563731	66.476805
KIMJANG	1	20151031	4700000000	경상북도		2302.937049	1202.988253	1099.948796	98.413448	98.006684	91.424504	48.899186	95.409558	267.766521	211.891952	44.619536	3.840837	36.881161	25.417814	27.470123	42.96413	36.289504	73.693295	98.413448	97.322581	89.26126	38.489727	226.646389	114.194655	65.567878	84.389954	16.22002	14.860442	24.762062	27.100338	48.381486	90.980762	63.357794
KIMJANG	1	20151031	3000000000	대전광역시		2419.097836	1286.149953	1132.947883	107.169072	106.876781	103.369293	63.910052	77.663024	246.941081	195.163875	69.72942	8.980283	85.659262	19.163133	5.702452	45.433105	81.17608	69.21304	107.169072	102.555055	84.683568	69.776743	211.239863	104.157085	100.399063	26.804447	40.730009	31.898655	16.558963	19.77416	38.606031	90.926061	87.669108
KIMJANG	1	20151031	4500000000	전라북도		2213.443059	1199.514052	1013.929007	123.723362	105.345431	108.453645	69.132271	16.146268	325.610906	108.997993	52.285422	24.286828	86.253761	4.576804	5.810222	14.29614	90.495075	64.099924	123.723362	123.526016	74.978673	15.897939	145.285158	165.710564	65.334987	8.573079	25.396904	14.738526	58.156493	41.035003	9.114139	76.705459	65.752705
KIMJANG	1	20151031	2900000000	광주광역시		2450.091759	1181.257744	1268.834015	100.721956	100.721956	86.8272	68.932788	131.003739	195.645569	110.635553	77.621057	46.039963	10.320498	15.73506	43.709528	58.94521	80.492486	53.905181	100.721956	100.282688	95.404496	66.782685	260.95786	173.774621	86.868815	81.32016	3.87481	26.018567	17.769567	24.839478	51.477645	90.66502	88.075647
KIMJANG	1	20151031	4300000000	충청북도		2368.189056	1379.432268	988.756788	129.731419	104.605725	104.146668	55.394863	123.23934	254.682529	107.294776	13.708448	149.130129	52.391614	58.359348	27.174107	20.598377	88.508142	90.466783	129.731419	115.867912	47.743921	0.950757	202.717329	125.044962	55.084745	13.524826	25.586792	17.660415	1.742374	57.567731	36.94079	91.17067	67.422145
KIMJANG	1	20151031	1154500000	서울특별시	금천구	2593.948362	1556.467101	1037.481261	133.817516	126.859333	131.04809	101.761409	7.531685	43.252667	113.942269	105.287811	163.93041	141.775	93.448515	164.068882	115.534688	41.941805	72.267021	133.817516	125.128442	88.641253	86.425712	10.642674	74.927977	2.022835	33.940471	130.281883	83.409345	20.236428	20.508754	54.819636	63.197151	109.481184
KIMJANG	1	20151031	4600000000	전라남도		2324.488101	1115.275789	1209.212312	113.236993	107.356726	96.541764	79.01916	159.973785	145.997072	91.567669	52.267395	48.160073	3.009081	0.290566	40.959947	55.970879	59.546318	61.378361	113.236993	108.331846	91.311577	4.900222	320.957167	82.082415	110.41998	75.936207	1.590725	32.302068	65.091694	36.586684	30.32228	77.393961	58.748493
KIMJANG	1	20151031	3100000000	울산광역시		2240.323961	1075.512592	1164.811369	108.251007	108.251007	93.779327	41.105248	90.989982	192.249182	130.446592	9.16256	42.59498	3.351187	71.475913	6.032705	40.532056	55.38681	81.904036	108.251007	94.460347	108.080752	58.301009	326.878371	46.170336	2.182103	100.481701	33.145823	27.825353	20.589512	5.331821	73.348719	73.604102	86.160413
KIMJANG	1	20151031	5000000000	제주특별자치도		2488.735265	1199.493189	1289.242076	112.656684	112.656684	108.595552	23.50515	72.608328	239.566013	88.401623	31.176178	28.129254	32.207577	100.649483	28.064791	33.028398	90.997309	97.250165	112.656684	112.656684	108.595552	78.667796	156.667332	111.221321	159.503678	21.442352	8.034167	16.672133	142.807911	5.051705	86.549402	67.339599	101.37576
KIMJANG	1	20151031	3600000000	세종특별자치시		2271.921442	1133.380978	1138.540464	101.150892	11.275974	101.150892	0.582521	39.361886	280.193383	228.702543	68.92491	4.951442	13.377216	10.256559	58.085826	15.873741	101.150892	98.342301	101.150892	39.04982	44.354938	101.150892	72.045565	2.766983	79.847208	90.457441	164.729077	103.252134	49.660054	101.150892	53.092776	34.6809	101.150892
KIMJANG	1	20151031	4900000000	제주도		1058.93029	273.861285	785.069005	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	529.465139	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419	18.257419
KIMJANG	1	20151101	4100000000	경기도		2654.630638	1381.956786	1272.673852	147.458811	140.491974	111.698962	75.547146	19.588047	124.484785	120.773271	95.514611	126.267462	131.046366	53.458921	60.439046	16.114225	78.248844	80.824315	147.458811	139.101264	92.06072	38.281433	140.504523	164.999178	79.629958	68.639363	70.047789	51.217842	20.704158	17.296771	53.298001	102.081361	87.35268
KIMJANG	1	20151101	1111000000	서울특별시	종로구	2405.775223	1215.457461	1190.317762	192.973195	179.764803	104.265318	28.542568	10.06511	50.689917	63.719696	66.577495	86.260587	117.866062	127.573648	67.479489	56.477556	57.504578	5.697439	192.973195	167.09225	130.298084	17.53111	15.565778	46.965847	79.035715	55.825026	158.232477	130.199252	80.661087	50.538097	3.670784	59.871193	1.857867
KIMJANG	1	20151101	1141000000	서울특별시	서대문구	2532.647845	1250.886542	1281.761303	168.647147	164.489264	144.145333	14.100094	18.480721	87.446318	85.713867	97.420289	157.226991	50.012989	37.910578	56.212691	6.379959	69.588042	93.112259	168.647147	161.940085	78.2503	18.85196	124.94152	127.168957	42.501575	95.947705	135.831216	50.470851	58.526751	52.611666	11.464292	84.833616	69.773662
KIMJANG	1	20151101	1129000000	서울특별시	성북구	2573.738184	1381.519764	1192.21842	172.130878	158.583258	92.024869	19.441088	37.897816	141.582772	111.493864	76.939823	126.563687	117.265556	84.449365	38.02213	6.309537	81.762674	117.052447	172.130878	166.853902	0.426217	89.295049	69.772778	95.459978	45.785372	42.449208	98.51707	89.295049	43.628916	10.038938	67.821818	97.56823	103.175017
KIMJANG	1	20151101	1138000000	서울특별시	은평구	2647.008377	1495.364524	1151.643853	167.064545	162.279477	118.222003	83.14491	33.766226	76.772862	163.453628	74.038537	139.581902	113.083081	81.490912	103.660386	46.480835	67.18128	65.14394	167.064545	159.518345	87.943381	4.961994	92.052909	99.250618	57.940871	53.97342	73.073482	65.607703	41.293661	41.749381	49.394768	105.006102	52.812673
KIMJANG	1	20151101	2800000000	인천광역시		2522.202834	1388.705397	1133.497437	138.860332	114.773299	104.981134	66.369257	22.087043	222.650929	184.06326	85.161177	74.969578	45.568874	81.336301	67.622428	39.958249	54.882526	85.42101	138.860332	130.012282	84.755289	0.971147	150.111438	130.29713	71.701488	56.765107	31.249799	34.505784	25.300261	3.011081	87.660257	112.352492	75.94355
