EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	INFLOW_NM3	INFLOW_NM4	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
LAMP	1	20141024	1126000000	서울특별시	중랑구			2352.321162	1597.433351	754.887811	128.310697	125.701927	124.891888	106.309728	48.553379	43.293611	102.576649	69.32853	113.423855	104.109428	198.486012	244.010579	143.996208	27.224803	17.216057	128.310697	126.891607	116.192603	91.077352	12.69852	35.181045	50.456056	11.631055	10.382094	3.329278	2.507465	12.719228	40.704736	63.95223	48.853845
LAMP	1	20141024	1150000000	서울특별시	강서구			2566.941634	1549.056329	1017.885305	123.089976	121.966644	116.518923	108.260678	34.219499	75.458946	144.273998	164.134156	144.133582	143.55217	85.617202	171.093548	64.730248	3.515239	48.49152	123.089976	122.010524	116.034047	98.166048	23.59041	88.998168	98.006764	43.13463	18.482759	12.321986	2.427011	21.496449	64.259853	98.927369	86.939311
LAMP	1	20141024	1132000000	서울특별시	도봉구			2549.389572	1577.509475	971.880097	124.338796	122.394816	123.208886	98.404235	53.025426	83.024254	142.600345	72.995187	113.129253	127.304292	152.520425	206.960762	101.080581	22.291563	34.230654	124.338796	122.154599	116.914305	92.23866	26.56654	108.863174	73.506761	0.322217	25.140806	2.469195	16.241649	14.826443	75.407887	80.556987	92.332078
LAMP	1	20141024	1120000000	서울특별시	성동구			2473.581571	1601.965655	871.615916	137.38111	135.427943	126.730172	105.63103	54.841286	27.824627	151.024925	158.849952	163.35707	132.80114	132.284417	164.927019	67.904096	7.378189	35.602679	137.38111	133.870355	129.645087	98.846867	29.976736	34.391222	61.913561	25.634114	24.509189	8.594591	13.361306	26.432687	45.513063	56.463156	45.082872
LAMP	1	20141024	1130500000	서울특별시	강북구			2633.447977	1528.058312	1105.389665	138.270244	137.297194	131.658493	105.478457	46.19975	75.763339	141.094917	109.732765	147.130321	109.807615	118.46277	136.194736	87.51978	24.842882	18.605049	138.270244	134.901993	128.360103	95.787877	52.779398	100.40895	92.53972	17.869357	77.150559	11.741637	13.685242	17.375015	52.714196	85.149197	86.656177
LAMP	1	20141024	1121500000	서울특별시	광진구			2460.673766	1604.548916	856.12485	126.356421	124.201202	122.544852	109.063055	76.100724	30.782946	142.072898	100.317663	166.684673	148.963703	187.593009	160.494253	80.736371	20.287	8.350146	126.356421	121.760913	119.133854	106.553956	34.234902	66.657404	75.017789	23.978153	2.73314	6.30879	2.560296	17.709092	36.210725	66.103649	50.805766
LAMP	1	20141024	1156000000	서울특별시	영등포구			2558.977287	1527.95696	1031.020327	112.831509	108.354973	108.846442	94.185843	62.305302	65.244685	166.366649	198.6042	195.03178	142.55129	104.731398	78.806434	23.098942	30.33203	36.665483	112.831509	112.140672	106.535149	90.233231	21.188861	77.974183	130.598405	64.901585	31.579092	14.827589	24.450635	28.303563	54.056977	85.979247	75.419629
LAMP	1	20141024	1147000000	서울특별시	양천구			2545.423579	1505.260614	1040.162965	118.489813	118.489813	110.990358	97.893104	24.027583	59.794841	140.272545	109.910842	153.434598	188.569136	148.684196	108.535069	63.600646	7.640439	54.927631	118.489813	118.011283	113.318205	94.194469	31.347257	144.379924	101.611345	10.855227	10.299434	19.40429	1.41673	32.494067	61.617075	94.436226	88.28762
LAMP	1	20141024	1117000000	서울특별시	용산구			2581.176082	1496.589327	1084.586755	129.663879	126.735566	123.083399	97.054859	64.736477	46.983621	162.438142	160.000623	213.642503	127.657564	89.142564	86.984714	23.49405	38.003277	6.968089	129.663879	128.764547	123.289039	87.614612	40.605309	73.741499	81.646299	50.975779	76.030957	49.810486	48.03924	10.784767	65.868868	65.819514	51.93196
LAMP	1	20141024	1162000000	서울특별시	관악구			2489.923457	1429.965158	1059.958299	112.322337	111.862228	106.754767	92.089686	56.668547	88.867296	256.817049	182.985277	142.152373	50.831565	69.898119	91.184884	42.861201	15.370664	9.299165	112.322337	111.930392	107.409632	82.291055	26.28427	102.225082	134.306165	48.820716	34.012002	13.807752	34.31793	19.708841	62.387053	84.771751	85.363321
